#Mapping quality	mapping quality
0.0	416984.0
1.0	1.2900243E7
2.0	90275.0
3.0	113310.0
4.0	48856.0
5.0	30382.0
6.0	331140.0
7.0	171565.0
8.0	150186.0
9.0	50069.0
10.0	53448.0
11.0	149693.0
12.0	337210.0
13.0	34760.0
14.0	84047.0
15.0	205216.0
16.0	148904.0
17.0	273140.0
18.0	268682.0
19.0	53071.0
20.0	80881.0
21.0	440764.0
22.0	142595.0
23.0	606988.0
24.0	898257.0
25.0	194951.0
26.0	165341.0
27.0	162084.0
28.0	231844.0
29.0	200379.0
30.0	1602034.0
31.0	1431737.0
32.0	1716135.0
33.0	807767.0
34.0	1568305.0
35.0	1163368.0
36.0	1103344.0
37.0	1068203.0
38.0	1310661.0
39.0	1116535.0
40.0	3495447.0
41.0	6628589.0
42.0	1.77685517E8
