#Mapping quality	mapping quality
0.0	345161.0
1.0	8277898.0
2.0	75493.0
3.0	98439.0
4.0	36992.0
5.0	20852.0
6.0	291149.0
7.0	152740.0
8.0	146498.0
9.0	40243.0
10.0	39787.0
11.0	128876.0
12.0	287812.0
13.0	24730.0
14.0	69629.0
15.0	174207.0
16.0	114370.0
17.0	235366.0
18.0	248046.0
19.0	41299.0
20.0	62250.0
21.0	409441.0
22.0	125543.0
23.0	593911.0
24.0	966215.0
25.0	183064.0
26.0	139550.0
27.0	131610.0
28.0	195589.0
29.0	161775.0
30.0	1177185.0
31.0	1057756.0
32.0	1393592.0
33.0	828042.0
34.0	1105589.0
35.0	940955.0
36.0	1007755.0
37.0	925978.0
38.0	1107356.0
39.0	847888.0
40.0	3506288.0
41.0	6106860.0
42.0	1.69700041E8
