#Mapping quality	mapping quality
0.0	152751.0
1.0	5359305.0
2.0	38089.0
3.0	45980.0
4.0	23015.0
5.0	12900.0
6.0	142120.0
7.0	86206.0
8.0	75986.0
9.0	24286.0
10.0	25932.0
11.0	67871.0
12.0	162631.0
13.0	13297.0
14.0	39504.0
15.0	104236.0
16.0	72315.0
17.0	134822.0
18.0	128156.0
19.0	24053.0
20.0	37666.0
21.0	222544.0
22.0	62165.0
23.0	291625.0
24.0	484728.0
25.0	96356.0
26.0	77750.0
27.0	77404.0
28.0	110860.0
29.0	89042.0
30.0	744939.0
31.0	647605.0
32.0	805440.0
33.0	461309.0
34.0	686717.0
35.0	528868.0
36.0	574245.0
37.0	518500.0
38.0	646813.0
39.0	465845.0
40.0	1720307.0
41.0	3265720.0
42.0	1.03252366E8
