#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	4.0666937779585196E-6
12.0	0.0
13.0	0.0
14.0	1.6266775111834078E-5
15.0	2.4400162667751116E-5
16.0	4.0666937779585196E-6
17.0	2.0333468889792597E-5
18.0	3.2533550223668157E-5
19.0	8.133387555917039E-6
20.0	3.2533550223668157E-5
21.0	4.4733631557543716E-5
22.0	7.320048800325336E-5
23.0	4.4733631557543716E-5
24.0	9.353395689304596E-5
25.0	1.5453436356242375E-4
26.0	2.643350955673038E-4
27.0	3.863359089060594E-4
28.0	5.937372915819438E-4
29.0	0.0011142740951606345
30.0	0.0019072793818625455
31.0	0.0029239528263521756
32.0	0.004656364375762505
33.0	0.00708418056120374
34.0	0.010512403416022774
35.0	0.01409516063440423
36.0	0.01973159821065474
37.0	0.025713704758031718
38.0	0.03146400976006507
39.0	0.03825132167547783
40.0	0.044904432696217966
41.0	0.05108580723871493
42.0	0.05568117120780806
43.0	0.06024400162667751
44.0	0.061191541276941847
45.0	0.06101260675071168
46.0	0.05984139894265962
47.0	0.05625864172427816
48.0	0.05292395282635218
49.0	0.04908499389995933
50.0	0.04319235461569744
51.0	0.04325335502236682
52.0	0.031138674257828385
53.0	0.030752338348922326
54.0	0.026848312322082152
55.0	0.022578283855225704
56.0	0.01904026026840179
57.0	0.015107767385115902
58.0	0.012745018300121999
59.0	0.009812932086213907
60.0	0.007283448556323709
61.0	0.0057787718584790555
62.0	0.004428629524196829
63.0	0.003391622610817405
64.0	0.0025213501423342823
65.0	0.001980479869865799
66.0	0.0015412769418462788
67.0	0.0013257421716144776
68.0	0.0010207401382675884
69.0	9.800732004880033E-4
70.0	7.320048800325336E-4
71.0	6.384709231394876E-4
72.0	5.368035786905246E-4
73.0	3.7006913379422526E-4
74.0	3.538023586823912E-4
75.0	3.212688084587231E-4
76.0	2.684017893452623E-4
77.0	1.3826758845058966E-4
78.0	1.4233428222854816E-4
79.0	1.0166734444896299E-4
80.0	4.8800325335502245E-5
81.0	3.660024400162668E-5
82.0	3.2533550223668157E-5
83.0	2.0333468889792597E-5
84.0	1.6266775111834078E-5
85.0	1.6266775111834078E-5
86.0	1.6266775111834078E-5
87.0	0.0
88.0	0.0
89.0	4.0666937779585196E-6
90.0	4.0666937779585196E-6
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
