#Coverage	Number of genomic locations
0.0	2.621800039E9
1.0	6.3290114E7
2.0	2.1563519E7
3.0	9033645.0
4.0	4181686.0
5.0	2137063.0
6.0	1189515.0
7.0	709771.0
8.0	451346.0
9.0	302285.0
10.0	208596.0
11.0	147067.0
12.0	106733.0
13.0	79531.0
14.0	59901.0
15.0	46199.0
16.0	36067.0
17.0	27898.0
18.0	21689.0
19.0	17712.0
20.0	14669.0
21.0	11990.0
22.0	10298.0
23.0	8742.0
24.0	7649.0
25.0	6520.0
26.0	5777.0
27.0	5238.0
28.0	4728.0
29.0	4394.0
30.0	3945.0
31.0	3649.0
32.0	3357.0
33.0	3136.0
34.0	2917.0
35.0	2903.0
36.0	2398.0
37.0	2329.0
38.0	2411.0
39.0	2175.0
40.0	2047.0
41.0	1768.0
42.0	1407.0
43.0	1209.0
44.0	1057.0
45.0	933.0
46.0	724.0
47.0	581.0
48.0	535.0
49.0	430.0
50.0	362.0
51.0	279.0
52.0	278.0
53.0	257.0
54.0	256.0
55.0	242.0
56.0	246.0
57.0	219.0
58.0	183.0
59.0	151.0
60.0	177.0
61.0	142.0
62.0	151.0
63.0	160.0
64.0	125.0
65.0	111.0
66.0	72.0
67.0	73.0
68.0	50.0
69.0	66.0
70.0	60.0
71.0	88.0
72.0	71.0
73.0	121.0
74.0	97.0
75.0	109.0
76.0	187.0
77.0	308.0
78.0	443.0
79.0	699.0
80.0	1052.0
81.0	416.0
82.0	107.0
83.0	17.0
84.0	2.0
