#Mapping quality	mapping quality
0.0	252916.0
1.0	1.0625754E7
2.0	64915.0
3.0	65238.0
4.0	34341.0
5.0	22696.0
6.0	253648.0
7.0	128503.0
8.0	95339.0
9.0	37565.0
10.0	42145.0
11.0	104502.0
12.0	247576.0
13.0	23046.0
14.0	58010.0
15.0	147717.0
16.0	104710.0
17.0	188889.0
18.0	188660.0
19.0	39838.0
20.0	59861.0
21.0	291957.0
22.0	92766.0
23.0	337467.0
24.0	545377.0
25.0	139967.0
26.0	123412.0
27.0	117758.0
28.0	171148.0
29.0	136242.0
30.0	1125015.0
31.0	965352.0
32.0	1133591.0
33.0	569154.0
34.0	1045107.0
35.0	786590.0
36.0	811010.0
37.0	781271.0
38.0	997442.0
39.0	924583.0
40.0	2420035.0
41.0	6154050.0
42.0	1.2313596E8
