#Coverage	Number of genomic locations
0.0	2.569946546E9
1.0	8.1228941E7
2.0	2.8170043E7
3.0	1.5237536E7
4.0	9157148.0
5.0	5868215.0
6.0	3932449.0
7.0	2749602.0
8.0	1974649.0
9.0	1462921.0
10.0	1109468.0
11.0	857689.0
12.0	672925.0
13.0	533555.0
14.0	431221.0
15.0	350727.0
16.0	285509.0
17.0	235860.0
18.0	194311.0
19.0	160400.0
20.0	133715.0
21.0	112009.0
22.0	94028.0
23.0	80170.0
24.0	68057.0
25.0	58302.0
26.0	49700.0
27.0	42620.0
28.0	36782.0
29.0	32206.0
30.0	28571.0
31.0	25243.0
32.0	22053.0
33.0	19620.0
34.0	17523.0
35.0	15292.0
36.0	13853.0
37.0	12685.0
38.0	11216.0
39.0	10170.0
40.0	9047.0
41.0	7972.0
42.0	7192.0
43.0	6363.0
44.0	5754.0
45.0	5462.0
46.0	4800.0
47.0	4393.0
48.0	4086.0
49.0	3700.0
50.0	3506.0
51.0	3003.0
52.0	2790.0
53.0	2498.0
54.0	2342.0
55.0	2059.0
56.0	1979.0
57.0	1779.0
58.0	1600.0
59.0	1369.0
60.0	1205.0
61.0	1157.0
62.0	965.0
63.0	779.0
64.0	715.0
65.0	636.0
66.0	480.0
67.0	490.0
68.0	408.0
69.0	375.0
70.0	360.0
71.0	377.0
72.0	469.0
73.0	503.0
74.0	592.0
75.0	537.0
76.0	621.0
77.0	646.0
78.0	601.0
79.0	384.0
80.0	137.0
81.0	8.0
