#Coverage (X)	Coverage
1.0	4.855810195004864
2.0	2.382617335970494
3.0	1.4512928017800277
4.0	0.9562814081216828
5.0	0.6637079063609974
6.0	0.47942081845430096
7.0	0.3569271160933738
8.0	0.2725030031496658
9.0	0.21233799355719896
10.0	0.16829185859988627
11.0	0.13529136074471637
12.0	0.10995452508640824
13.0	0.09029744949013718
14.0	0.07477662199208623
15.0	0.06241854659907631
16.0	0.05238247176836808
17.0	0.04425383709492792
18.0	0.03759984723954801
19.0	0.032071910432307504
20.0	0.027481440029973214
21.0	0.023621027415003937
22.0	0.020404230927567824
23.0	0.01769948019752121
24.0	0.015379497585684021
25.0	0.013374975666152977
26.0	0.011682098678065245
27.0	0.010229100964977533
28.0	0.00898974917086548
29.0	0.007936415719399292
30.0	0.007030539411729819
31.0	0.006244492671527269
32.0	0.005548703352019402
33.0	0.004952784235413787
34.0	0.004410762741159147
35.0	0.003940029933247047
36.0	0.003533467950049385
37.0	0.0031696131366345526
38.0	0.002849346053210411
39.0	0.002564007857799311
40.0	0.002304315978264526
41.0	0.00207878249656801
42.0	0.0018728414793542925
43.0	0.0016915194577933335
44.0	0.001529826590726202
45.0	0.0013843507073829642
46.0	0.0012496616865007582
47.0	0.0011308961292684216
48.0	0.001022550534429456
49.0	9.267529224672444E-4
50.0	8.40824922775596E-4
51.0	7.638125951245911E-4
