#Position (bp)	mapping quality
3406923.0	39.28903974725859
1.0220768E7	38.3755016243621
1.7034613E7	39.10698209980535
2.3848458E7	32.32988293417994
3.0662303E7	39.76824163553301
3.7476148E7	40.72498839611645
4.4289993E7	40.14268226032004
5.1103838E7	39.04252990315406
5.7917683E7	40.040599154625234
6.4731528E7	40.45284080719682
7.1545373E7	38.49865689932489
7.8359218E7	40.164291977671795
8.5173063E7	38.32077245611342
9.1986908E7	40.529699448847516
9.8800753E7	37.86830746185447
1.05614598E8	37.37626033276934
1.12428443E8	39.59444862807729
1.19242288E8	37.48783065236138
1.26056133E8	40.0861487062353
1.300790245E8	33.07024202877731
1.33485947E8	39.23294555749501
1.39683823E8	39.34882268256853
1.46497668E8	33.34981862375016
1.53311513E8	40.503996785821805
1.60125358E8	39.969460244247934
1.66939203E8	39.61957398062757
1.73753048E8	40.57327348222625
1.80566893E8	35.856335826839555
1.87380738E8	40.74190510644606
1.94194583E8	40.40695392360899
2.01008428E8	40.37874475041243
2.07822273E8	40.81270530708798
2.14636118E8	37.19811435087825
2.21449963E8	16.507946776802587
2.28263808E8	40.801132762705805
2.35077653E8	36.564571232118794
2.41891498E8	39.38044675134203
2.48705343E8	40.639224197459555
2.52444901E8	40.61938061387557
2.558518235E8	39.476431262387955
2.62333033E8	38.132508386983986
2.69146878E8	37.538498510782446
2.75960723E8	32.18388109853916
2.82774568E8	40.146370645248275
2.89588413E8	36.94854652819485
2.96402258E8	34.31014253809368
3.03216103E8	39.088208149470766
3.10029948E8	30.854998130465745
3.16843793E8	37.33242978598507
3.23657638E8	24.420529204599276
3.30471483E8	34.987824527292
3.37285328E8	40.50574336672264
3.44099173E8	37.88508419812035
3.50913018E8	39.73820376959717
3.57726863E8	40.8547953578311
3.64540708E8	40.21537480514126
3.704270945E8	39.24132306384296
3.73834017E8	0.0
3.78168398E8	35.93089553764957
3.84982243E8	27.87090631483564
3.91796088E8	37.596106049366995
3.98609933E8	37.36565528733874
4.05423778E8	40.633916388573184
4.12237623E8	40.64419461242441
4.19051468E8	40.36292788897108
4.25865313E8	39.80868960260413
4.32679158E8	33.62503408923582
4.39493003E8	37.08402738130689
4.46306848E8	38.39806300340108
4.53120693E8	37.616694619166566
4.59934538E8	37.40549069106974
4.66748383E8	40.27345061383374
4.73562228E8	38.70488935695351
4.80376073E8	39.842985082668804
4.87189918E8	39.13883593427497
4.91962519E8	36.97214102841357
4.953694415E8	1.968505773941444
5.00817608E8	35.46679052798703
5.07631453E8	38.5306373853221
5.14445298E8	37.31414334030258
5.21259143E8	40.712899053327405
5.28072988E8	39.7028937007874
5.34886833E8	33.64383561643836
5.41700678E8	36.33533559968513
5.48514523E8	38.98645588290288
5.55328368E8	40.408752518533696
5.62142213E8	34.43616563555291
5.68956058E8	40.308346332841296
5.75769903E8	38.96809719852016
5.82583748E8	38.10592218565691
5.89397593E8	37.139923651816616
5.96211438E8	38.03869519462999
6.03025283E8	6.314912611593109
6.09839128E8	35.15119649370487
6.15738246E8	40.45698655329349
6.191451685E8	0.0
6.23466818E8	39.46445881916691
6.30280663E8	39.606178941231725
6.37094508E8	6.525351747949935
6.43908353E8	38.951559056780546
6.50722198E8	39.03382637252046
6.57536043E8	39.2576831954701
6.64349888E8	32.230315977785594
6.71163733E8	40.71090470280836
6.77977578E8	39.63386209419775
6.84791423E8	40.94624203800918
6.91605268E8	40.10903012400024
6.98419113E8	40.10216706793794
7.05232958E8	38.82962601622323
7.12046803E8	35.77830165523136
7.18860648E8	40.230268725881096
7.222708485E8	0.0
7.25677771E8	39.95613979956415
7.32488338E8	22.38341048562155
7.39302183E8	27.53617887956135
7.46116028E8	39.57997979503303
7.52929873E8	40.4352150747633
7.59743718E8	39.55255781960944
7.66557563E8	40.33284996958001
7.73371408E8	40.07565879536995
7.80185253E8	30.084516708616935
7.86999098E8	35.919148097784095
7.93812943E8	30.31470370674776
8.00626788E8	39.575098925691805
8.07440633E8	37.971271375143225
8.14254478E8	33.56092912189407
8.190716475E8	36.30733363257936
8.2247857E8	35.41283123225734
8.27882168E8	33.837316333464656
8.34696013E8	36.457281214317064
8.41509858E8	37.90997606803556
8.48323703E8	40.41080888466121
8.55137548E8	32.29857929038567
8.61951393E8	38.64633722560909
8.68765238E8	40.52806702553871
8.75579083E8	37.71195263465984
8.82392928E8	39.45911466130441
8.89206773E8	37.74861210186085
8.96020618E8	40.121683504680526
9.02834463E8	39.84130288477991
9.09648308E8	39.40480939716312
9.14262198E8	32.180458381920154
9.176691205E8	37.59883547008547
9.23275998E8	39.089098309671826
9.30089843E8	38.862189371223074
9.36903688E8	37.04596411677794
9.43717533E8	34.757452609444094
9.50531378E8	40.49181486886959
9.57345223E8	40.027536695385685
9.64159068E8	39.04720120537878
9.70972913E8	35.23929234301932
9.77786758E8	39.05437220045342
9.84600603E8	39.42914852245559
9.91414448E8	39.956112400518364
9.98228293E8	40.359425613307195
1.00390351E9	38.29190793808838
1.0073104325E9	0.0
1.011855983E9	36.80974992833082
1.018669828E9	39.23954390799853
1.025483673E9	39.000401740377676
1.032297518E9	40.41354133486289
1.039111363E9	39.68473140195758
1.045925208E9	40.21297872881141
1.052739053E9	40.62357214224048
1.059552898E9	39.98922877310261
1.0652815955E9	30.64886498652193
1.068688518E9	0.0
1.073180588E9	35.10646897255126
1.079994433E9	39.00005920339905
1.086808278E9	39.44436094723963
1.093622123E9	15.937968648467104
1.100435968E9	39.09373492262121
1.107249813E9	40.99724076498161
1.114063658E9	37.2499358806337
1.120877503E9	40.227233489147416
1.127691348E9	39.56197408960444
1.134505193E9	40.483652488578166
1.141319038E9	30.98694689585191
1.148132883E9	40.04493108485738
1.154946728E9	37.266710703769775
1.161760573E9	39.81009512195436
1.168574418E9	25.66475656446516
1.175388263E9	40.56907529788069
1.182202108E9	9.206396493570976
1.189015953E9	37.589905247399756
1.195829798E9	39.527874503199
1.202643643E9	40.55124020552287
1.209457488E9	38.81866721821736
1.216271333E9	38.697208387183466
1.223085178E9	40.22847043338287
1.229899023E9	40.499539936201884
1.236712868E9	28.72918198081255
1.243526713E9	37.67213006057681
1.250340558E9	40.52507453903842
1.257154403E9	39.7909943983029
1.2618183335E9	21.38484209944696
1.265225256E9	40.566992266486686
1.270782093E9	37.24084989953555
1.277595938E9	39.79193397701007
1.284409783E9	32.324562281587106
1.291223628E9	40.78020271058335
1.298037473E9	40.85970452156828
1.304851318E9	40.08627437372605
1.311665163E9	38.66685875298666
1.318479008E9	38.650898818821375
1.325292853E9	40.958574816626246
1.332106698E9	40.65752361602009
1.338920543E9	36.75176091881047
1.345734388E9	37.33609758336242
1.352548233E9	32.62337840133204
1.359362078E9	23.511885645025124
1.366175923E9	40.58733980457018
1.372989768E9	38.01876300861119
1.379803613E9	40.423541048662344
1.386617458E9	39.22176874008095
1.393431303E9	40.43669065833748
1.400245148E9	36.94137597789381
1.407058993E9	40.1854955229618
1.413872838E9	39.80054118964588
1.420686683E9	40.50756501927411
1.427500528E9	40.708884009687715
1.434314373E9	40.84021585542195
1.441128218E9	30.750296842433016
1.444861853E9	40.283668337977694
1.4482687755E9	32.6384827899817
1.454755908E9	35.63661161242684
1.461569753E9	36.77003486946939
1.468383598E9	38.49975698305037
1.475197443E9	40.55981631977889
1.482011288E9	39.911160551933904
1.488825133E9	36.17341511049619
1.495638978E9	39.78283661288492
1.502452823E9	39.117479461420345
1.509266668E9	24.984340828847166
1.516080513E9	39.47077567760011
1.522894358E9	37.345956647998804
1.529708203E9	39.82832237905398
1.536522048E9	38.161337218130406
1.543335893E9	37.578487779073676
1.550149738E9	40.633103764368165
1.556963583E9	39.54916078873685
1.563777428E9	39.09434410563758
1.570591273E9	39.108530841903324
1.577405118E9	40.27756983022736
1.584218963E9	40.18990537464787
