#Mapping quality	mapping quality
0.0	478851.0
1.0	1.3836009E7
2.0	110478.0
3.0	129417.0
4.0	61672.0
5.0	38167.0
6.0	362278.0
7.0	189781.0
8.0	179829.0
9.0	67771.0
10.0	72873.0
11.0	175126.0
12.0	390546.0
13.0	44255.0
14.0	115379.0
15.0	257198.0
16.0	189967.0
17.0	301375.0
18.0	318387.0
19.0	76748.0
20.0	118333.0
21.0	568669.0
22.0	187130.0
23.0	703576.0
24.0	1073185.0
25.0	266878.0
26.0	227728.0
27.0	225754.0
28.0	342493.0
29.0	284044.0
30.0	1777481.0
31.0	1590257.0
32.0	1916890.0
33.0	1174266.0
34.0	1661455.0
35.0	1344711.0
36.0	1513416.0
37.0	1437773.0
38.0	1801396.0
39.0	1533849.0
40.0	4197061.0
41.0	8801830.0
42.0	2.24072477E8
