#Mapping quality	mapping quality
0.0	462479.0
1.0	1.361163E7
2.0	104806.0
3.0	125376.0
4.0	55387.0
5.0	33439.0
6.0	337019.0
7.0	179507.0
8.0	162285.0
9.0	57250.0
10.0	57524.0
11.0	160924.0
12.0	375096.0
13.0	37024.0
14.0	89182.0
15.0	230554.0
16.0	160900.0
17.0	301396.0
18.0	295808.0
19.0	57292.0
20.0	87449.0
21.0	482104.0
22.0	155837.0
23.0	657881.0
24.0	988689.0
25.0	212106.0
26.0	183814.0
27.0	174623.0
28.0	248661.0
29.0	218536.0
30.0	1602623.0
31.0	1395269.0
32.0	1734848.0
33.0	886664.0
34.0	1497023.0
35.0	1177105.0
36.0	1174500.0
37.0	1136781.0
38.0	1384060.0
39.0	1194717.0
40.0	3955661.0
41.0	7728347.0
42.0	1.7731962E8
