#Mapping quality	mapping quality
0.0	391957.0
1.0	1.8270105E7
2.0	100516.0
3.0	99610.0
4.0	52924.0
5.0	33885.0
6.0	414526.0
7.0	207179.0
8.0	129485.0
9.0	53479.0
10.0	61022.0
11.0	160394.0
12.0	369124.0
13.0	31681.0
14.0	81516.0
15.0	240354.0
16.0	173140.0
17.0	289776.0
18.0	272057.0
19.0	56603.0
20.0	89181.0
21.0	437742.0
22.0	133311.0
23.0	489308.0
24.0	803739.0
25.0	199053.0
26.0	172815.0
27.0	169399.0
28.0	251030.0
29.0	196214.0
30.0	2096192.0
31.0	1808729.0
32.0	2036412.0
33.0	791630.0
34.0	1996834.0
35.0	1397627.0
36.0	1248684.0
37.0	1233614.0
38.0	1572556.0
39.0	1490235.0
40.0	3399162.0
41.0	8870759.0
42.0	1.93381014E8
