#Coverage	Number of genomic locations
0.0	2.479783096E9
1.0	1.34842553E8
2.0	3.7223499E7
3.0	2.1758595E7
4.0	1.4125229E7
5.0	9571132.0
6.0	6665672.0
7.0	4766448.0
8.0	3493260.0
9.0	2608511.0
10.0	1987517.0
11.0	1535666.0
12.0	1205494.0
13.0	959457.0
14.0	774515.0
15.0	634428.0
16.0	524864.0
17.0	438258.0
18.0	367238.0
19.0	310535.0
20.0	263983.0
21.0	224867.0
22.0	192122.0
23.0	163803.0
24.0	141119.0
25.0	123008.0
26.0	106604.0
27.0	92468.0
28.0	80631.0
29.0	71833.0
30.0	63919.0
31.0	56545.0
32.0	50060.0
33.0	43777.0
34.0	39285.0
35.0	35259.0
36.0	30844.0
37.0	26573.0
38.0	23069.0
39.0	20355.0
40.0	17887.0
41.0	15015.0
42.0	12936.0
43.0	10704.0
44.0	9147.0
45.0	7721.0
46.0	6397.0
47.0	5245.0
48.0	4419.0
49.0	3530.0
50.0	2927.0
51.0	2483.0
52.0	1862.0
53.0	1430.0
54.0	1040.0
55.0	842.0
56.0	627.0
57.0	562.0
58.0	441.0
59.0	349.0
60.0	316.0
61.0	298.0
62.0	303.0
63.0	218.0
64.0	181.0
65.0	194.0
66.0	167.0
67.0	161.0
68.0	102.0
69.0	99.0
70.0	85.0
71.0	66.0
72.0	81.0
73.0	75.0
74.0	107.0
75.0	152.0
76.0	176.0
77.0	270.0
78.0	493.0
79.0	921.0
80.0	1165.0
81.0	301.0
82.0	72.0
83.0	10.0
84.0	1.0
