#Mapping quality	mapping quality
0.0	136656.0
1.0	4550627.0
2.0	32841.0
3.0	42137.0
4.0	17001.0
5.0	9933.0
6.0	132115.0
7.0	77528.0
8.0	67603.0
9.0	17507.0
10.0	19447.0
11.0	59506.0
12.0	146829.0
13.0	11548.0
14.0	29893.0
15.0	83797.0
16.0	54337.0
17.0	115461.0
18.0	113800.0
19.0	18712.0
20.0	29426.0
21.0	182905.0
22.0	50246.0
23.0	278673.0
24.0	462680.0
25.0	80467.0
26.0	62151.0
27.0	58478.0
28.0	79741.0
29.0	64841.0
30.0	681276.0
31.0	591879.0
32.0	747617.0
33.0	358174.0
34.0	621694.0
35.0	453933.0
36.0	447798.0
37.0	388523.0
38.0	477935.0
39.0	310034.0
40.0	1480538.0
41.0	2158132.0
42.0	9.2285149E7
