#Coverage	Number of genomic locations
0.0	2.617448101E9
1.0	6.8037044E7
2.0	2.2105544E7
3.0	8947089.0
4.0	4023366.0
5.0	1977102.0
6.0	1063899.0
7.0	620049.0
8.0	380240.0
9.0	246488.0
10.0	166210.0
11.0	114505.0
12.0	81958.0
13.0	60484.0
14.0	45681.0
15.0	34509.0
16.0	27105.0
17.0	21383.0
18.0	17384.0
19.0	13547.0
20.0	10901.0
21.0	9180.0
22.0	7911.0
23.0	6753.0
24.0	6063.0
25.0	5627.0
26.0	5051.0
27.0	4740.0
28.0	4498.0
29.0	4126.0
30.0	3910.0
31.0	3588.0
32.0	3455.0
33.0	3199.0
34.0	2919.0
35.0	2511.0
36.0	2308.0
37.0	2006.0
38.0	1750.0
39.0	1553.0
40.0	1296.0
41.0	954.0
42.0	754.0
43.0	647.0
44.0	513.0
45.0	489.0
46.0	449.0
47.0	369.0
48.0	341.0
49.0	331.0
50.0	311.0
51.0	306.0
52.0	272.0
53.0	250.0
54.0	238.0
55.0	222.0
56.0	218.0
57.0	189.0
58.0	193.0
59.0	178.0
60.0	202.0
61.0	229.0
62.0	203.0
63.0	160.0
64.0	163.0
65.0	169.0
66.0	133.0
67.0	111.0
68.0	99.0
69.0	92.0
70.0	65.0
71.0	86.0
72.0	89.0
73.0	107.0
74.0	113.0
75.0	135.0
76.0	220.0
77.0	341.0
78.0	596.0
79.0	817.0
80.0	848.0
81.0	289.0
82.0	115.0
83.0	27.0
84.0	3.0
