#Coverage	Number of genomic locations
0.0	2.361140702E9
1.0	1.49337204E8
2.0	7.5436879E7
3.0	4.6810614E7
4.0	2.9913153E7
5.0	1.9385448E7
6.0	1.2806824E7
7.0	8599700.0
8.0	5900998.0
9.0	4131793.0
10.0	2944211.0
11.0	2124366.0
12.0	1563889.0
13.0	1164835.0
14.0	878794.0
15.0	675096.0
16.0	522977.0
17.0	411222.0
18.0	325610.0
19.0	257783.0
20.0	206976.0
21.0	166719.0
22.0	134633.0
23.0	110179.0
24.0	89956.0
25.0	73385.0
26.0	60601.0
27.0	50169.0
28.0	41901.0
29.0	34674.0
30.0	28994.0
31.0	23897.0
32.0	19605.0
33.0	16817.0
34.0	14233.0
35.0	11869.0
36.0	10501.0
37.0	9189.0
38.0	7910.0
39.0	7086.0
40.0	6569.0
41.0	6165.0
42.0	5944.0
43.0	5436.0
44.0	5188.0
45.0	4831.0
46.0	4618.0
47.0	4266.0
48.0	3923.0
49.0	3605.0
50.0	3364.0
51.0	3173.0
52.0	2944.0
53.0	2677.0
54.0	2282.0
55.0	1976.0
56.0	1777.0
57.0	1482.0
58.0	1306.0
59.0	1144.0
60.0	928.0
61.0	841.0
62.0	713.0
63.0	625.0
64.0	611.0
65.0	633.0
66.0	566.0
67.0	550.0
68.0	569.0
69.0	544.0
70.0	570.0
71.0	570.0
72.0	505.0
73.0	327.0
74.0	269.0
75.0	205.0
76.0	191.0
77.0	224.0
78.0	271.0
79.0	727.0
80.0	2328.0
81.0	695.0
82.0	125.0
83.0	18.0
84.0	2.0
