#Coverage (X)	Coverage
1.0	13.369727784158542
2.0	7.890544513329203
3.0	5.122764788322584
4.0	3.405282966940348
5.0	2.307769131771991
6.0	1.596516881601758
7.0	1.1266344013240683
8.0	0.8111113359923365
9.0	0.5946036697392714
10.0	0.4430081498169187
11.0	0.3349850234632754
12.0	0.25704201705531204
13.0	0.19966291649150492
14.0	0.1569251105441225
15.0	0.1246821512926175
16.0	0.09991287337440724
17.0	0.08072484284566883
18.0	0.06563710420689972
19.0	0.0536904705682133
20.0	0.04423241013000734
21.0	0.03663845894914175
22.0	0.030521537436868584
23.0	0.02558185153448278
24.0	0.02153938309777459
25.0	0.0182388967011633
26.0	0.015546400433919416
27.0	0.013322949234208181
28.0	0.011482248202241863
29.0	0.009944900159808867
30.0	0.008672710808170336
31.0	0.007608920704299749
32.0	0.006732139573301765
33.0	0.006012831958400966
34.0	0.005395816086959826
35.0	0.004873607197239949
36.0	0.004438133487411733
37.0	0.0040528517090905325
38.0	0.0037157072218008125
39.0	0.0034254892552638694
40.0	0.0031655038556692716
41.0	0.0029244871904126057
42.0	0.002698293288560194
43.0	0.0024802078785626236
44.0	0.0022807609928463535
45.0	0.002090413229211663
46.0	0.0019131637985765337
47.0	0.0017437293397364328
48.0	0.0015872097638549576
49.0	0.0014432748608612656
50.0	0.0013110073805364664
51.0	0.001187582192244463
