#Mapping quality	mapping quality
0.0	429912.0
1.0	1.3267588E7
2.0	93691.0
3.0	111685.0
4.0	43961.0
5.0	25745.0
6.0	353425.0
7.0	193506.0
8.0	157172.0
9.0	49013.0
10.0	45927.0
11.0	163494.0
12.0	381423.0
13.0	28823.0
14.0	88656.0
15.0	205162.0
16.0	143434.0
17.0	308646.0
18.0	317132.0
19.0	49665.0
20.0	76048.0
21.0	477666.0
22.0	142326.0
23.0	715632.0
24.0	1081281.0
25.0	202751.0
26.0	157162.0
27.0	144939.0
28.0	210213.0
29.0	178776.0
30.0	1984382.0
31.0	1770318.0
32.0	2115175.0
33.0	854287.0
34.0	1991913.0
35.0	1332664.0
36.0	1144966.0
37.0	1017588.0
38.0	1187547.0
39.0	828833.0
40.0	3673276.0
41.0	5648939.0
42.0	2.11600092E8
