#Mapping quality	mapping quality
0.0	165268.0
1.0	5300437.0
2.0	36626.0
3.0	35639.0
4.0	14623.0
5.0	8407.0
6.0	140380.0
7.0	70978.0
8.0	51461.0
9.0	17771.0
10.0	12061.0
11.0	53445.0
12.0	135361.0
13.0	9776.0
14.0	27524.0
15.0	57520.0
16.0	33488.0
17.0	102413.0
18.0	109994.0
19.0	20647.0
20.0	22117.0
21.0	118886.0
22.0	42062.0
23.0	247315.0
24.0	343747.0
25.0	64022.0
26.0	50583.0
27.0	46941.0
28.0	52504.0
29.0	50734.0
30.0	757284.0
31.0	647541.0
32.0	739876.0
33.0	249993.0
34.0	734559.0
35.0	422670.0
36.0	273814.0
37.0	242113.0
38.0	256253.0
39.0	173807.0
40.0	1089366.0
41.0	1196401.0
42.0	6.0715027E7
