#Mapping quality	mapping quality
0.0	426546.0
1.0	1.2869164E7
2.0	93548.0
3.0	116188.0
4.0	50932.0
5.0	33253.0
6.0	328009.0
7.0	172581.0
8.0	150138.0
9.0	54450.0
10.0	54501.0
11.0	149507.0
12.0	331396.0
13.0	38831.0
14.0	93298.0
15.0	197763.0
16.0	144450.0
17.0	270121.0
18.0	272042.0
19.0	64585.0
20.0	90224.0
21.0	420767.0
22.0	151606.0
23.0	608506.0
24.0	887195.0
25.0	206901.0
26.0	178710.0
27.0	176876.0
28.0	249096.0
29.0	219133.0
30.0	1612671.0
31.0	1424328.0
32.0	1687431.0
33.0	840793.0
34.0	1578128.0
35.0	1163829.0
36.0	1111243.0
37.0	1091605.0
38.0	1346294.0
39.0	1233343.0
40.0	3758356.0
41.0	7499436.0
42.0	1.76289295E8
