#Coverage	Number of genomic locations
0.0	2.45132539E9
1.0	1.44944085E8
2.0	6.0941554E7
3.0	2.9799038E7
4.0	1.5457454E7
5.0	8483847.0
6.0	4928110.0
7.0	3028828.0
8.0	1938150.0
9.0	1288889.0
10.0	882184.0
11.0	617452.0
12.0	441271.0
13.0	321356.0
14.0	237338.0
15.0	177009.0
16.0	133741.0
17.0	101434.0
18.0	79293.0
19.0	61668.0
20.0	49058.0
21.0	39665.0
22.0	32320.0
23.0	26466.0
24.0	22087.0
25.0	18345.0
26.0	15548.0
27.0	13625.0
28.0	11882.0
29.0	10412.0
30.0	9505.0
31.0	8442.0
32.0	7687.0
33.0	6997.0
34.0	6092.0
35.0	5609.0
36.0	5154.0
37.0	4710.0
38.0	4370.0
39.0	4184.0
40.0	3635.0
41.0	3079.0
42.0	2991.0
43.0	2829.0
44.0	2353.0
45.0	2227.0
46.0	2101.0
47.0	1902.0
48.0	1808.0
49.0	1603.0
50.0	1484.0
51.0	1296.0
52.0	1174.0
53.0	1138.0
54.0	1070.0
55.0	953.0
56.0	982.0
57.0	898.0
58.0	898.0
59.0	841.0
60.0	798.0
61.0	768.0
62.0	793.0
63.0	694.0
64.0	671.0
65.0	583.0
66.0	516.0
67.0	385.0
68.0	351.0
69.0	283.0
70.0	300.0
71.0	246.0
72.0	230.0
73.0	217.0
74.0	235.0
75.0	243.0
76.0	256.0
77.0	280.0
78.0	373.0
79.0	698.0
80.0	2218.0
81.0	822.0
82.0	168.0
83.0	29.0
84.0	1.0
