#Mapping quality	mapping quality
0.0	467674.0
1.0	1.3874262E7
2.0	106137.0
3.0	128581.0
4.0	58978.0
5.0	34805.0
6.0	364346.0
7.0	188622.0
8.0	178730.0
9.0	62832.0
10.0	70771.0
11.0	173895.0
12.0	396210.0
13.0	39606.0
14.0	103863.0
15.0	267355.0
16.0	196313.0
17.0	303857.0
18.0	313348.0
19.0	64407.0
20.0	107929.0
21.0	596413.0
22.0	178377.0
23.0	704405.0
24.0	1092292.0
25.0	251618.0
26.0	211900.0
27.0	209372.0
28.0	322247.0
29.0	255686.0
30.0	1761270.0
31.0	1595321.0
32.0	1947871.0
33.0	1154797.0
34.0	1640153.0
35.0	1336490.0
36.0	1499008.0
37.0	1391837.0
38.0	1745008.0
39.0	1347305.0
40.0	3879956.0
41.0	7907885.0
42.0	2.25680547E8
