#Mapping quality	mapping quality
0.0	145421.0
1.0	4538677.0
2.0	33653.0
3.0	43480.0
4.0	18605.0
5.0	10633.0
6.0	130958.0
7.0	76773.0
8.0	68368.0
9.0	20113.0
10.0	21044.0
11.0	59788.0
12.0	143641.0
13.0	12962.0
14.0	33108.0
15.0	82364.0
16.0	53628.0
17.0	115338.0
18.0	115936.0
19.0	21802.0
20.0	32029.0
21.0	177354.0
22.0	53350.0
23.0	280503.0
24.0	456788.0
25.0	86494.0
26.0	66405.0
27.0	61583.0
28.0	85475.0
29.0	74376.0
30.0	684248.0
31.0	592612.0
32.0	741144.0
33.0	372411.0
34.0	626259.0
35.0	459622.0
36.0	455858.0
37.0	405882.0
38.0	497568.0
39.0	361133.0
40.0	1544508.0
41.0	2421014.0
42.0	9.1905374E7
