#Insert size (bp)	insert size
37.0	3.0
38.0	3.0
39.0	7.0
40.0	16.0
41.0	114.0
42.0	129.0
43.0	127.0
44.0	105.0
45.0	74.0
46.0	105.0
47.0	100.0
48.0	90.0
49.0	109.0
50.0	108.0
51.0	88.0
52.0	84.0
53.0	95.0
54.0	89.0
55.0	79.0
56.0	83.0
57.0	96.0
58.0	86.0
59.0	74.0
60.0	97.0
61.0	94.0
62.0	110.0
63.0	92.0
64.0	79.0
65.0	84.0
66.0	91.0
67.0	86.0
68.0	91.0
69.0	90.0
70.0	87.0
71.0	88.0
72.0	88.0
73.0	106.0
74.0	87.0
75.0	105.0
76.0	121.0
77.0	107.0
78.0	116.0
79.0	131.0
80.0	121.0
81.0	152.0
82.0	129.0
83.0	159.0
84.0	176.0
85.0	198.0
86.0	197.0
87.0	217.0
88.0	231.0
89.0	247.0
90.0	324.0
91.0	344.0
92.0	343.0
93.0	434.0
94.0	444.0
95.0	498.0
96.0	615.0
97.0	638.0
98.0	706.0
99.0	803.0
100.0	870.0
101.0	1025.0
102.0	1047.0
103.0	1159.0
104.0	1268.0
105.0	1471.0
106.0	1623.0
107.0	1671.0
108.0	1987.0
109.0	2133.0
110.0	2234.0
111.0	2510.0
112.0	2612.0
113.0	2865.0
114.0	3152.0
115.0	3362.0
116.0	3575.0
117.0	3902.0
118.0	4161.0
119.0	4364.0
120.0	4664.0
121.0	4877.0
122.0	5220.0
123.0	5496.0
124.0	5745.0
125.0	6260.0
126.0	6728.0
127.0	6952.0
128.0	7255.0
129.0	7765.0
130.0	8165.0
131.0	8462.0
132.0	8671.0
133.0	8991.0
134.0	9492.0
135.0	9979.0
136.0	10254.0
137.0	10707.0
138.0	11284.0
139.0	11311.0
140.0	11990.0
141.0	12188.0
142.0	12626.0
143.0	12883.0
144.0	13085.0
145.0	13633.0
146.0	14070.0
147.0	14657.0
148.0	15005.0
149.0	15339.0
150.0	15526.0
151.0	15905.0
152.0	16259.0
153.0	16506.0
154.0	16693.0
155.0	17145.0
156.0	17454.0
157.0	17454.0
158.0	17957.0
159.0	18283.0
160.0	18666.0
161.0	18752.0
162.0	19133.0
163.0	19148.0
164.0	19376.0
165.0	19542.0
166.0	19666.0
167.0	19525.0
168.0	19843.0
169.0	20030.0
170.0	20730.0
171.0	20361.0
172.0	20554.0
173.0	20718.0
174.0	20693.0
175.0	20643.0
176.0	20534.0
177.0	20762.0
178.0	20643.0
179.0	20560.0
180.0	21010.0
181.0	20793.0
182.0	20726.0
183.0	20794.0
184.0	20681.0
185.0	20453.0
186.0	20696.0
187.0	20529.0
188.0	20075.0
189.0	20299.0
190.0	20166.0
191.0	20066.0
192.0	20015.0
193.0	20233.0
194.0	20167.0
195.0	19710.0
196.0	19678.0
197.0	19596.0
198.0	19539.0
199.0	19386.0
200.0	18987.0
201.0	18873.0
202.0	18831.0
203.0	18775.0
204.0	18421.0
205.0	18447.0
206.0	18274.0
207.0	18131.0
208.0	17710.0
209.0	17682.0
210.0	17734.0
211.0	17399.0
212.0	16921.0
213.0	17014.0
214.0	16937.0
215.0	16659.0
216.0	16600.0
217.0	16113.0
218.0	16046.0
219.0	15946.0
220.0	15860.0
221.0	15412.0
222.0	15344.0
223.0	15130.0
224.0	14921.0
225.0	14995.0
226.0	14954.0
227.0	14643.0
228.0	14607.0
229.0	14166.0
230.0	14014.0
231.0	13837.0
232.0	13652.0
233.0	13437.0
234.0	13437.0
235.0	13261.0
236.0	12972.0
237.0	12936.0
238.0	12990.0
239.0	12474.0
240.0	12294.0
241.0	12041.0
242.0	12074.0
243.0	11792.0
244.0	11624.0
245.0	11589.0
246.0	11504.0
247.0	11400.0
248.0	10925.0
249.0	11168.0
250.0	10808.0
251.0	10449.0
252.0	10467.0
253.0	10385.0
254.0	10012.0
255.0	9842.0
256.0	10074.0
257.0	9835.0
258.0	9710.0
259.0	9496.0
260.0	9363.0
261.0	9317.0
262.0	9203.0
263.0	8996.0
264.0	8768.0
265.0	8767.0
266.0	8497.0
267.0	8370.0
268.0	8319.0
269.0	8293.0
270.0	8275.0
271.0	7938.0
272.0	7888.0
273.0	7778.0
274.0	7643.0
275.0	7591.0
276.0	7552.0
277.0	7399.0
278.0	7154.0
279.0	7151.0
280.0	6997.0
281.0	6844.0
282.0	6946.0
283.0	6747.0
284.0	6585.0
285.0	6594.0
286.0	6441.0
287.0	6412.0
288.0	6354.0
289.0	6139.0
290.0	6204.0
291.0	6019.0
292.0	6039.0
293.0	5713.0
294.0	5557.0
295.0	5651.0
296.0	5616.0
297.0	5430.0
298.0	5543.0
299.0	5370.0
300.0	5263.0
301.0	5172.0
302.0	5162.0
303.0	5158.0
304.0	4985.0
305.0	4906.0
306.0	4728.0
307.0	4790.0
308.0	4694.0
309.0	4678.0
310.0	4616.0
311.0	4635.0
312.0	4403.0
313.0	4439.0
314.0	4216.0
315.0	4233.0
316.0	4129.0
317.0	4143.0
318.0	4100.0
319.0	4023.0
320.0	3916.0
321.0	3952.0
322.0	3883.0
323.0	3776.0
324.0	3732.0
325.0	3722.0
326.0	3574.0
327.0	3519.0
328.0	3420.0
329.0	3518.0
330.0	3389.0
331.0	3376.0
332.0	3243.0
333.0	3279.0
334.0	3225.0
335.0	3101.0
336.0	3130.0
337.0	3036.0
338.0	3103.0
339.0	3010.0
340.0	2931.0
341.0	2914.0
342.0	2845.0
343.0	2876.0
344.0	2742.0
345.0	2770.0
346.0	2727.0
347.0	2643.0
348.0	2612.0
349.0	2554.0
350.0	2525.0
351.0	2571.0
352.0	2453.0
353.0	2456.0
354.0	2499.0
355.0	2487.0
356.0	2189.0
357.0	2353.0
358.0	2170.0
359.0	2196.0
360.0	2162.0
361.0	2056.0
362.0	2108.0
363.0	2072.0
364.0	1981.0
365.0	2160.0
366.0	2064.0
367.0	1960.0
368.0	1962.0
369.0	1953.0
370.0	1875.0
371.0	1940.0
372.0	1890.0
373.0	1839.0
374.0	1784.0
375.0	1732.0
376.0	1739.0
377.0	1753.0
378.0	1662.0
379.0	1771.0
380.0	1684.0
381.0	1626.0
382.0	1614.0
383.0	1592.0
384.0	1567.0
385.0	1530.0
386.0	1560.0
387.0	1494.0
388.0	1445.0
389.0	1460.0
390.0	1452.0
391.0	1380.0
392.0	1419.0
393.0	1415.0
394.0	1366.0
395.0	1402.0
396.0	1357.0
397.0	1256.0
398.0	1247.0
399.0	1229.0
400.0	1255.0
401.0	1275.0
402.0	1232.0
403.0	1228.0
404.0	1223.0
405.0	1195.0
406.0	1197.0
407.0	1194.0
408.0	1139.0
409.0	1070.0
410.0	1127.0
411.0	1113.0
412.0	1069.0
413.0	1042.0
414.0	1093.0
415.0	1061.0
416.0	1031.0
417.0	966.0
418.0	1014.0
419.0	994.0
420.0	942.0
421.0	936.0
422.0	1016.0
423.0	897.0
424.0	919.0
425.0	903.0
426.0	853.0
427.0	899.0
428.0	823.0
429.0	864.0
430.0	898.0
431.0	847.0
432.0	775.0
433.0	761.0
434.0	829.0
435.0	806.0
436.0	818.0
437.0	785.0
438.0	765.0
439.0	749.0
440.0	756.0
441.0	732.0
442.0	740.0
443.0	714.0
444.0	702.0
445.0	703.0
446.0	660.0
447.0	697.0
448.0	690.0
449.0	692.0
450.0	725.0
451.0	679.0
452.0	645.0
453.0	668.0
454.0	622.0
455.0	654.0
456.0	684.0
457.0	582.0
458.0	620.0
459.0	619.0
460.0	554.0
461.0	591.0
462.0	545.0
463.0	555.0
464.0	574.0
465.0	568.0
466.0	547.0
467.0	555.0
468.0	566.0
469.0	538.0
470.0	531.0
471.0	526.0
472.0	544.0
473.0	504.0
474.0	483.0
475.0	505.0
476.0	502.0
477.0	530.0
478.0	489.0
479.0	473.0
480.0	489.0
481.0	480.0
482.0	496.0
483.0	422.0
484.0	442.0
485.0	447.0
486.0	456.0
487.0	452.0
488.0	453.0
489.0	438.0
490.0	427.0
491.0	424.0
492.0	424.0
493.0	438.0
494.0	425.0
495.0	402.0
496.0	417.0
497.0	377.0
498.0	394.0
499.0	434.0
500.0	370.0
501.0	396.0
502.0	377.0
503.0	388.0
504.0	353.0
505.0	365.0
506.0	336.0
507.0	405.0
508.0	355.0
509.0	354.0
510.0	333.0
511.0	366.0
512.0	352.0
513.0	362.0
514.0	317.0
515.0	339.0
516.0	372.0
517.0	354.0
518.0	342.0
519.0	333.0
520.0	350.0
521.0	329.0
522.0	306.0
523.0	347.0
524.0	337.0
