exonID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSE00000242788,18.4426788114485,0.892495656744487,0.445367311806091,2.00395411402144,0.0450749759846895,0.999866984423426,Neurl2
ENSMUSE00000243425,191.857261075142,0.506137839383222,0.251149154424396,2.01528784973706,0.043874497271887,0.999866984423426,Tapbpl
ENSMUSE00000343797,209.434149550843,0.453717505395561,0.220094049251233,2.06147102540538,0.0392581249508172,0.999866984423426,Otulin
ENSMUSE00000359588,16.1142019552754,1.63346901391524,0.735321916216219,2.22143387527555,0.0263215887575951,0.999866984423426,Hdhd5
ENSMUSE00000372673,8.49694220992308,1.41925313251104,0.671157239407686,2.11463580987901,0.0344609991318098,1,Nop14
ENSMUSE00000377080,22.9857836830627,1.70879821607804,0.668258645876034,2.55709107038629,0.0105551579692643,0.999866984423426,Ticam1
ENSMUSE00000396839,3.63516422319863,2.28455347796538,1.16451444815198,1.96180775737978,0.0497848702017967,1,Asphd2
ENSMUSE00000456838,6.94797958488363,2.04924524964721,0.902208053932953,2.27136661074353,0.0231247939216422,1,Rsbn1l
ENSMUSE00000578292,17.7277810840632,1.46697206313148,0.719165585842865,2.03982516962652,0.0413677419735289,0.999866984423426,Gm10277
ENSMUSE00000597815,3.91996692797322,3.13992689008056,1.52482036116585,2.05921101924415,0.039474028028442,1,Gtsf1l
ENSMUSE00000717419,25.7281786658432,1.41297319468141,0.717156360091339,1.97024424980551,0.0488103844157427,0.999866984423426,Gm13535
ENSMUSE00000732437,52.1734063401514,0.947011880422983,0.425011542809321,2.2282027310676,0.02586699904263,0.999866984423426,4930439A04Rik
ENSMUSE00000769717,42.8055800296986,0.930239647145296,0.315586346851659,2.94765491734836,0.00320194273169375,0.587824670945576,Ccni
ENSMUSE00000773536,32.3282927415969,1.62581271183955,0.608522255986508,2.67173911199658,0.00754592898768961,0.925633955823259,Slfn5os
ENSMUSE00000848271,743.37774071016,0.641480564152441,0.231584057621108,2.76996858394268,0.00560616997200937,0.773651456137293,4930519F09Rik
ENSMUSE00000862256,139.576864697489,1.06206245193248,0.442089182858412,2.402371496777,0.0162891565350897,0.999866984423426,Gm15629
ENSMUSE00000938348,10.0431753087239,2.62884953056969,1.08350349382654,2.42624924197111,0.0152557889813919,1,Ubtf
ENSMUSE00001107424,28.3436095239215,2.23542409063181,1.00202320253843,2.23091050683139,0.025687057627317,0.999866984423426,Gm26753
ENSMUSE00001154392,54.2412580278116,0.931160411964087,0.42787956181017,2.17622082257156,0.029538752643773,0.999866984423426,9330136K24Rik
ENSMUSE00001202601,12.3799392584441,1.42346162529015,0.672138866139002,2.11780882939712,0.0341912612723858,0.999866984423426,A930007I19Rik
ENSMUSE00001328825,7.23342169935636,1.63814221763605,0.827239600319859,1.98025120775486,0.0476753084202757,1,Tmem181b-ps
ENSMUSE00001357111,1.8994825391175,3.71472053291719,1.8613892059885,1.99567104019198,0.0459697412974248,1,Gm35065
ENSMUSE00001362705,25.338757220451,1.26246070529742,0.627014428770837,2.01344761359364,0.0440675608549936,0.999866984423426,Tpcn1
ENSMUSE00001365000,12.721906114979,1.58694326999522,0.748702848174847,2.11959026717181,0.0340406139824052,0.999866984423426,2900060B14Rik
ENSMUSE00001381038,4.20758840783615,2.52883708136135,1.19047225133692,2.12423017715988,0.0336509009945376,1,5930435M05Rik
ENSMUSE00001417769,14.5191859246419,2.63789901406417,1.14969048040305,2.29444277310134,0.0217650786394835,0.999866984423426,Gm47177
ENSMUSE00000184994,47.8763500603662,0.956160039129153,0.473992646603992,2.01724656696626,0.0436697886783947,0.999866984423426,Morn1
ENSMUSE00000209124,23.6627856978247,1.26016646593704,0.529100383038914,2.38171527810887,0.017232215213883,0.999866984423426,Tktl1
ENSMUSE00000300256,169.140710362448,1.02282577586643,0.413270256958423,2.4749561785409,0.0133252524714869,0.999866984423426,Gper1
ENSMUSE00000336047,8.94925193864845,1.41000709985017,0.698605779415864,2.01831582474045,0.0435583796538735,1,Ppm1j
ENSMUSE00000393777,20.7722861212603,0.914184616234678,0.446484078448071,2.04751896061396,0.0406071571480343,0.999866984423426,Fam151a
ENSMUSE00000399897,3.60292147491521,3.36691645688066,1.38591798625455,2.42937640630509,0.0151248207223585,1,Tbc1d9b
ENSMUSE00000500445,14.5703316691446,1.46697259563489,0.638893169846574,2.29611563383464,0.0216692706299845,0.999866984423426,Capn12
ENSMUSE00000546662,134.077313511037,0.786004773856306,0.380486014903674,2.06579149579333,0.0388481714447956,0.999866984423426,Gm17080
ENSMUSE00000722351,12.8268573318446,1.6712682569852,0.738192560443914,2.26400040658792,0.0235740897707915,0.999866984423426,Gm22275
ENSMUSE00000744063,30.15173691545,0.934559198776574,0.474163474333049,1.97096412812292,0.0487279790569274,0.999866984423426,Usp34
ENSMUSE00000763607,2.71214975022363,4.05128821731087,1.52505881530591,2.65647998401834,0.00789611382402691,1,Sox5os1
