name,KO-24h_vs_KO-0h,KO-48h_vs_KO-0h,KO-6h_vs_KO-0h,WT-0h_vs_KO-0h,WT-24h_vs_KO-24h,WT-24h_vs_WT-0h,WT-48h_vs_KO-48h,WT-48h_vs_WT-0h,WT-6h_vs_KO-6h,WT-6h_vs_WT-0h
ENSMUSE00000098340,-0.261499155711583,-0.221668948534857,1.78199613047549,0.042450759691621,-1.73463081363483,-2.03858072903804,-0.528812409545149,-0.792932117771627,-1.00555710977315,0.733988261010718
ENSMUSE00000098418,0.960708682504611,-2.86145479498505,-0.00906498809062253,-0.160640815197637,-2.92171530157056,-1.80036580386831,0.00973499955485061,-2.69107898023256,-0.279653219680755,-0.128077392573741
ENSMUSE00000099322,-1.19111241988563,-1.06872098876113,1.56300935801092,-1.61729489380901,0.763008354504509,1.18919082842789,0.188849652242437,0.737423557290314,-0.504585637531171,2.67571861428876
ENSMUSE00000099726,-0.732971592115109,1.58531254795784,1.75910243081871,-3.26979900882133,-0.547850489835922,1.9889769268703,-0.0816533135742772,4.7734582432049,-1.38434866721111,3.64455277242893
ENSMUSE00000099822,0.852821121143333,1.49253927570171,1.31887442790772,0.458078514603581,0.215325454310713,0.610068060850466,0.0666005978102886,1.10106135890841,-0.26378358476179,0.59701232854235
ENSMUSE00000100732,-0.15376856538641,-1.00421627715826,2.02661899301199,-0.853061808668338,-1.20509588830939,-0.505802645027462,0.485232094601387,0.334077626111463,-0.945155731538929,1.93452507014139
ENSMUSE00000100813,-0.41652218906285,-0.392152837905659,1.01583250245718,-1.03074741045177,-0.366860724807654,0.247364496581265,-1.53324896381025,-0.894654391264138,-0.396667134950725,1.64991277795822
ENSMUSE00000101796,-1.2083218701944,-0.473477245495711,-1.67429384124668,0.396495974549559,0.607296059489096,-0.997521785254864,-0.556973753612877,-1.42694697365815,0.502156801451296,-1.56863301434494
ENSMUSE00000102087,-1.35824296246299,2.13976262237368,-3.03596366880169,-0.648190357183315,-4.02492151137093,-4.7349741166506,-1.41626675833363,1.37168622122336,-2.17552947578124,-4.56330278739962
ENSMUSE00000102166,1.53956958980018,1.22258495684649,-2.53047742983893,0.117720703233175,0.582109242611533,2.00395812917854,-0.544991146446922,0.559873107166398,3.18564080982149,0.537442676749384
ENSMUSE00000102451,2.45722493959929,0.755321896740409,4.93043411179471,2.5991358528653,-1.54048010334854,-1.68239101661455,2.35842960154217,0.514615645417284,-2.01148062427641,0.319817634653006
ENSMUSE00000102616,0.374072574688033,-1.21890397744244,2.00288141057251,0.208184376701122,-0.266192401894966,-0.100304203908055,0.948879741190107,-0.478208612953456,-0.147372896639719,1.64732413723167
ENSMUSE00000102813,-0.0187845381854586,-1.26284105041841,2.49085292262372,-0.345405333933718,-2.04563171503031,-1.71901091928205,-0.730494456438993,-1.64793017292369,-2.25715992241141,0.579098334146023
ENSMUSE00000104604,0.711754810150816,-1.83682307092268,1.29970809393106,0.593168812303124,-1.6481302236888,-1.52954422584111,0.00973499394882764,-2.42025688927698,-1.74388522046583,-1.03734593883789
ENSMUSE00000104993,1.32337040176598,-2.18319950410405,2.39022021496664,-2.30993373274677,0.264773010103045,3.89807714461579,1.88803612909297,2.01477035773568,-0.893953933762451,3.80620001395096
