exonID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSE00000219801,42.0682148556214,-2.82742631858242,0.761752781057564,-3.71173744145314,0.000205841448157925,0.0649282739332426,Trim42
ENSMUSE00000265878,13.3391758838569,-3.62257506883084,0.987147559339635,-3.66974018682092,0.000242797114430294,0.0714794704882785,Dexi
ENSMUSE00000386788,19.9703954518225,-4.24262295295512,1.19274447140438,-3.55702587995207,0.000375077217423858,0.0943296636274311,4930583I09Rik
ENSMUSE00000424736,8.6083064778032,-3.19172933154067,1.0505609279218,-3.03811920537965,0.0023805976371242,1,Glp2r
ENSMUSE00000443592,20.2085250853209,-1.68316662764904,0.736251200285482,-2.2861309115644,0.0222466010785552,0.999866984423426,Fam84b
ENSMUSE00000484226,23.7931825430625,-1.77134216432449,0.628997524575062,-2.81613535048676,0.00486051847538431,0.692388696364423,Tex2
ENSMUSE00000573827,69.4169057477422,-1.62980403053543,0.42671048081512,-3.81946097837135,0.000133743614345944,0.0454316769962837,Gm10271
ENSMUSE00000574464,15.3858987095065,-1.62445973330495,0.706460659924251,-2.29943410221757,0.0214803013307311,0.999866984423426,Slc41a2
ENSMUSE00000625375,8.99275869689142,-4.93973527711288,1.25684759277377,-3.93025797679355,8.48547689688203e-05,1,Gm4841
ENSMUSE00000676969,20.1519078648788,-2.4271983307414,0.836856352630635,-2.90037629888519,0.00372714918172013,0.587824670945576,Ceacam15
ENSMUSE00000700740,323.201047897595,-0.40917678244166,0.208065771025785,-1.96657422518071,0.0492323173797227,0.999866984423426,Gm49380
ENSMUSE00000711082,37.2865381461214,-1.39339140683009,0.392449027434031,-3.55050289190567,0.000384495911524855,0.0943296636274311,Gm12188
ENSMUSE00000713262,9.51664246907476,-1.8318045744053,0.799919369280488,-2.28998652208281,0.0220220979665914,1,Gm13776
ENSMUSE00000713575,435.203704860057,-1.09454458800487,0.365866533991286,-2.9916499223483,0.00277474254890445,0.580791293578189,Gls
ENSMUSE00000729981,29.4917335471594,-2.21752311478878,0.651588299617394,-3.40325803285739,0.000665873631703562,0.154763050400154,Polg
ENSMUSE00000730529,400.656603774949,-0.395946575268989,0.196065857933241,-2.01945703062593,0.0434397390975575,0.999866984423426,Cdip1
ENSMUSE00000767183,7.1676029580366,-3.51633053747822,1.33517510946836,-2.6336100130554,0.00844824619107469,1,Gm14302
ENSMUSE00000775507,125.409697936223,-0.969408530907933,0.458649271934414,-2.11361619919143,0.0345480611372228,0.999866984423426,Gm15792
ENSMUSE00000800443,36.1329569786042,-1.59911222258459,0.685398241195937,-2.33311398610294,0.0196421635989757,0.999866984423426,Gm16316
ENSMUSE00000809890,320.165433744303,-0.817162082424326,0.349409821776788,-2.33869236493973,0.0193513605922905,0.999866984423426,Gm16023
ENSMUSE00000822517,6.54769245751527,-3.7837728658802,1.2090735570094,-3.12948111712842,0.00175115327182862,1,Irgm1
ENSMUSE00000831978,11.1171113196013,-1.40248594666703,0.712239837684753,-1.96912033343436,0.0489392744068929,1,Lrwd1
ENSMUSE00000840241,3.10098951902437,-3.21127430766341,1.61947353058497,-1.98291250027622,0.0473772041328801,1,Gm15343
ENSMUSE00000846068,1.81711427676896,-5.97230045089055,2.51450590661259,-2.3751387639157,0.0175423539144208,1,Gm12301
ENSMUSE00000852631,80.3842711157335,-2.40767760646735,0.39435177631616,-6.10540575969682,1.02539843719757e-09,9.05631899732894e-07,1700025N21Rik
ENSMUSE00000864664,182.369857643232,-0.910377397336512,0.312685283963309,-2.91148142885847,0.00359719290521595,0.587824670945576,4833422C13Rik
ENSMUSE00000896202,266.070491041177,-1.71517984746589,0.605715537393604,-2.83165899102789,0.00463072053634514,0.681642062950005,Gm17041
ENSMUSE00000927539,6.03516982848095,-3.18344119463955,1.60179242608246,-1.98742430217714,0.0468753968042932,1,Zfp266
ENSMUSE00000928951,15.5860793017049,-1.31441842841614,0.580531658421725,-2.26416321891834,0.0235640778785066,0.999866984423426,Itgb1bp1
