gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Utrn,21.5727942649898,-0.792377063527137,0.921724494352068,-0.859668011843543,0.389972072614975,0.619804906555436
Gtf3c6,1.64229825110255,-2.69051215936813,2.17472155301158,-1.23717546995489,0.216021946233123,NA
Actr6,1.51046281564668,0.738100168192438,2.2478057616671,0.328364746091326,0.742635895079536,NA
Pex7,2.06424446990272,4.77384808811372,2.00323753142837,2.38306641784503,0.0171690963491186,0.0794579111426977
Amdhd1,4.12282458159019,1.10113188686079,1.335434114372,0.824549766259792,0.409627250764707,0.634641576458842
Mcu,7.58578122527437,0.334472836503427,1.13028323502261,0.295919488265909,0.767291567764765,0.877669383571816
Plek,5.49432445722689,-0.893943986536528,1.44974154454783,-0.616623004216484,0.537483417534955,0.731465102251344
Ap3d1,30.6038911747019,-1.42593058150272,0.609856872941918,-2.33813972551315,0.0193800010310354,0.0875479424893287
Nmrk2,12.9909327201253,1.37236791472622,0.698078865812311,1.96592101829251,0.0493077347595148,0.1765965666683
4930404N11Rik,2.61932455550608,0.560747545739029,1.29326858873192,0.433589395601771,0.664586636739394,0.815970667106947
Rars,2.07594064231593,0.515151856610269,1.67650508102005,0.307277241472379,0.758632356961984,0.872562667495026
Ppm1m,12.2481716383865,-0.477571609304494,0.715820814914034,-0.667166418402973,0.504665838898864,0.708965863501492
Lyrm7,1.2776761923889,-1.64775142844124,2.04403609085614,-0.806126386814961,0.420169978382806,NA
4921536K21Rik,1.01532951869489,-2.42014494210121,2.43784879654577,-0.992737919402693,0.320837690565089,NA
Ddx56,1.2384723073425,2.01555896307413,2.51967930212939,0.799926784877256,0.423753218014269,NA
Pgam2,167.506294604231,-0.574708091657628,0.33702477256519,-1.70523990650112,0.088149690106284,0.264572726104678
Epx,5.23661127164056,1.79522160790743,0.896723324242678,2.00197938357806,0.0452869488816533,0.165977175026215
Rad51c,1.02407283408689,0.907481984180879,2.31732923797513,0.391606841751081,0.695348731902412,NA
Zswim7,3.83444352573616,1.15184368477707,1.12709324214257,1.0219595342329,0.306800053109332,0.550065655236489
Pctp,2.31220994988591,-2.26520727562544,2.01669586488257,-1.12322701457879,0.261341092069049,0.503978995734308
Fam84a,1.05538351994669,-1.68191334922885,2.59293764770361,-0.648651675337589,0.516563546306929,NA
Ifrd1,5.74355432006029,0.249662367677479,1.11462635304267,0.223987497690109,0.822767031497957,0.909125147367748
Mmp28,0.60323235471109,-2.87076976942354,3.32710182964181,-0.862843975452534,0.388223257151531,NA
Vmo1,2.28644961365946,3.88735995108994,1.82323191336738,2.13212588184148,0.0329964994592777,0.13186428036761
Pipox,3.10583527274273,-2.41992985588891,1.26513541930466,-1.91278326332761,0.0557758046369822,0.193164854361789
Cryba1,35.1280151930168,0.556210184087017,0.524026958476314,1.06141520982867,0.288501247697247,0.533490195118528
Ovca2,14.7403826313246,0.114441246976913,0.697092614306514,0.164169358028219,0.869597822546311,0.935128380127729
Acap1,1.68371615507673,0.181409497819062,1.61400214060809,0.112397309306364,0.910508388672802,NA
Glp2r,1.09933218363859,-1.33777709084156,2.40894230019034,-0.555337955058473,0.578663522367113,NA
Krt12,0.579779785498527,-1.5912874800931,3.23276099235079,-0.492237899386417,0.622551175125374,NA
Ghdc,1.73681704650714,-1.83334787633262,1.83235266861571,-1.00054313109804,0.317047735591586,0.559141716077493
Plcd3,1.54495283523435,-1.29837073881602,1.78026105301967,-0.729314802800259,0.46580911942565,NA
Dtd2,2.07546544326915,-0.367136658681211,2.0579164624668,-0.178402119511269,0.85840718487736,0.928700719217748
