#Mapping quality	mapping quality
0.0	159314.0
1.0	6637784.0
2.0	41291.0
3.0	44040.0
4.0	18583.0
5.0	10410.0
6.0	176279.0
7.0	98768.0
8.0	71573.0
9.0	20840.0
10.0	19561.0
11.0	77878.0
12.0	194754.0
13.0	11830.0
14.0	38720.0
15.0	93265.0
16.0	58123.0
17.0	155051.0
18.0	158946.0
19.0	22418.0
20.0	32929.0
21.0	207319.0
22.0	58900.0
23.0	323851.0
24.0	526431.0
25.0	93094.0
26.0	73208.0
27.0	65874.0
28.0	89292.0
29.0	75532.0
30.0	999732.0
31.0	872445.0
32.0	1034168.0
33.0	383981.0
34.0	991125.0
35.0	641949.0
36.0	519926.0
37.0	451681.0
38.0	517426.0
39.0	347876.0
40.0	1790542.0
41.0	2546253.0
42.0	1.05753556E8
