#Mapping quality	mapping quality
0.0	135000.0
1.0	4038704.0
2.0	32705.0
3.0	40492.0
4.0	16342.0
5.0	10413.0
6.0	140582.0
7.0	75815.0
8.0	66725.0
9.0	20254.0
10.0	18086.0
11.0	59440.0
12.0	138926.0
13.0	12551.0
14.0	35400.0
15.0	76554.0
16.0	50631.0
17.0	117676.0
18.0	125166.0
19.0	23412.0
20.0	30566.0
21.0	169596.0
22.0	54561.0
23.0	267751.0
24.0	457374.0
25.0	88070.0
26.0	65962.0
27.0	61946.0
28.0	88856.0
29.0	75474.0
30.0	579022.0
31.0	498337.0
32.0	658234.0
33.0	389876.0
34.0	548649.0
35.0	436039.0
36.0	462641.0
37.0	427175.0
38.0	516719.0
39.0	419969.0
40.0	1754059.0
41.0	3108834.0
42.0	8.3465843E7
