#Coverage (X)	Coverage
1.0	4.236976040120908
2.0	1.992849103418493
3.0	1.1346494804214586
4.0	0.7243140399245647
5.0	0.49969303873156434
6.0	0.3647369512837031
7.0	0.277563692699772
8.0	0.21762872946004563
9.0	0.17487045048797256
10.0	0.14349047692429906
11.0	0.11962942347429362
12.0	0.10115736176967971
13.0	0.08655415138198919
14.0	0.07481254151029759
15.0	0.06533063256662786
16.0	0.05746260702292716
17.0	0.05088478562500143
18.0	0.04530581301605707
19.0	0.040622920482533686
20.0	0.03660877673232221
21.0	0.03316215403221179
22.0	0.030155701363000276
23.0	0.027590849635018344
24.0	0.025332432857283038
25.0	0.023307071012979463
26.0	0.02151520438221155
27.0	0.01995987823566736
28.0	0.01856363996559196
29.0	0.017303118036622323
30.0	0.016174790207955425
31.0	0.015159430915190342
32.0	0.014227321251510716
33.0	0.013373251235719863
34.0	0.01258459950493318
35.0	0.011865108439991445
36.0	0.011199551687411713
37.0	0.01058037110546195
38.0	0.010010942174929482
39.0	0.009486054914603415
40.0	0.009008827975208078
41.0	0.008569208294431974
42.0	0.008147493337759215
43.0	0.007756377848096463
44.0	0.007391165504373021
45.0	0.0070561490375666835
46.0	0.006741202005372315
47.0	0.006436161275445329
48.0	0.0061589682619001
49.0	0.005907531634264274
50.0	0.005666991939122568
51.0	0.005441311697381934
