#Mapping quality	mapping quality
0.0	213863.0
1.0	8934353.0
2.0	62476.0
3.0	64292.0
4.0	33803.0
5.0	22420.0
6.0	225180.0
7.0	115904.0
8.0	95176.0
9.0	36486.0
10.0	37175.0
11.0	97588.0
12.0	226928.0
13.0	24282.0
14.0	56103.0
15.0	132566.0
16.0	88086.0
17.0	171816.0
18.0	176590.0
19.0	41753.0
20.0	61168.0
21.0	257380.0
22.0	91177.0
23.0	345811.0
24.0	533488.0
25.0	139998.0
26.0	121189.0
27.0	121363.0
28.0	163437.0
29.0	143198.0
30.0	1020590.0
31.0	848422.0
32.0	1018139.0
33.0	554217.0
34.0	931287.0
35.0	690163.0
36.0	695697.0
37.0	675151.0
38.0	853237.0
39.0	798272.0
40.0	2341183.0
41.0	5435489.0
42.0	1.10800381E8
