#Coverage (X)	Coverage
1.0	5.118156266436102
2.0	2.5199821958505453
3.0	1.515066310389713
4.0	1.0009212607950957
5.0	0.7030765422160101
6.0	0.5176542287590706
7.0	0.39554268952574034
8.0	0.31110261642837145
9.0	0.2505413180550562
10.0	0.20572946262221592
11.0	0.17207276396662508
12.0	0.14592863805324896
13.0	0.1253493957855767
14.0	0.10895230081663954
15.0	0.09563870753457593
16.0	0.08470614903835383
17.0	0.07553995761706744
18.0	0.0678319005100434
19.0	0.06124259513948971
20.0	0.05558257430196534
21.0	0.05069010844039212
22.0	0.04647978321520441
23.0	0.04279339131012705
24.0	0.03956456049994017
25.0	0.03669492487209425
26.0	0.03415186700911477
27.0	0.03185565952271929
28.0	0.02980696283306372
29.0	0.02800728123050078
30.0	0.0263510942508276
31.0	0.024829082631910637
32.0	0.023474267381331515
33.0	0.02220589379057003
34.0	0.02104997507558437
35.0	0.0199981459144567
36.0	0.019026998081827173
37.0	0.018122626064510428
38.0	0.017278168830927143
39.0	0.016487132249579872
40.0	0.015767384354575142
41.0	0.015071558345056246
42.0	0.014424016386612948
43.0	0.01382193334859494
44.0	0.013257310809152045
45.0	0.01273183650869214
46.0	0.01224158461630509
47.0	0.011765972037267147
48.0	0.011337909709141059
49.0	0.010924926974468008
50.0	0.01054679974778594
51.0	0.010184412534712806
