Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
337-10_S5_L001_R1_001	0.0132972525409	0.00123376569967	0.0052366499697	0.0	0.0	0.00323520783469	5.48340310964e-05	0.000356421202126	0.000191919108837	0.0	0.0	0.000274170155482	2.74170155482e-05	0.00030158717103	0.0	0.0	0.0	0.0	0.0	2.74170155482e-05	0.000164502093289	8.22510466446e-05	0.00567532221848	0.00833477272665	0.00548340310964	0.011405478468	0.00216594422831	0.00244011438379	0.00101442957528	0.000137085077741	5.48340310964e-05	2.74170155482e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000137085077741	0.0
337-10_S5_L001_R2_001	0.00315295678804	0.00819768764891	0.00205627616611	0.0030707057414	0.00619624551389	0.00405771830113	0.00504473086087	0.00424963740997	0.00372871411455	0.00710100702698	0.00570273923402	0.00784126644678	0.00540115206299	0.00759451330685	0.0127214952144	0.0191919108837	0.0286507812479	0.0504473086087	0.0696940535235	0.0994963494244	0.118249588059	0.140676706778	0.155207725018	0.150821002531	0.13505621859	0.108132709322	0.0949725418589	0.0533809292723	0.0379451495187	0.026155832833	0.0193289959615	0.0140375119607	0.0109668062193	0.0100620447062	0.0083621897422	0.00619624551389	0.00485281175203	0.00408513531668	0.00400288427004	0.00271428453927
337-10_S5_L002_R1_001	0.0184401502405	0.00422055666027	0.000481540021641	2.83258836259e-05	0.000821450625152	0.00144462006492	0.000113303534504	0.0	0.000113303534504	0.000226607069008	0.000198281185382	0.000509865905267	0.0	0.000339910603511	8.49776508778e-05	0.0	0.0	0.0	0.0	0.0	0.000283258836259	0.00223774480645	0.00118968711229	0.0122084558428	0.00237937422458	0.00331412838423	0.00685486383748	0.00110470946141	0.000198281185382	0.0	8.49776508778e-05	5.66517672519e-05	0.0	2.83258836259e-05	0.0	0.0	0.0	2.83258836259e-05	0.0	0.000849776508778
337-10_S5_L002_R2_001	0.00682653795385	0.00147294594855	0.000679821207023	0.00133131653042	0.00158624948305	0.00286091424622	0.00269095894446	0.00430553431114	0.00362571310412	0.00356906133687	0.00498535551817	0.00444716372927	0.00504200728542	0.00804455094977	0.0145311783001	0.0274761071172	0.0403077323997	0.0541307636092	0.0874420027533	0.10678858127	0.133839800133	0.151798410351	0.162845504966	0.141034574574	0.128599511662	0.0997354362469	0.0886033639819	0.0501651399015	0.0326880697043	0.0214993456721	0.015749191296	0.0152109995071	0.0132848394206	0.00804455094977	0.0068831897211	0.00521196258717	0.00507033316904	0.00331412838423	0.00220941892282	0.00362571310412
337-10_S5_L003_R1_001	0.0108827966442	8.1825538678e-05	0.000545503591187	0.0	0.0	0.0294571939241	0.0	0.0	0.0	0.0	0.0	0.000327302154712	0.00130920861885	0.0	0.000354577334271	0.0	0.0	0.0	0.0	0.000109100718237	2.72751795593e-05	0.000300026975153	0.00316392082888	0.00586416360526	0.00327302154712	0.00471860606376	0.000981906464136	0.00250931651946	0.00040912769339	0.0	2.72751795593e-05	0.0	0.0	0.000245476616034	0.0	0.0	0.0	0.0	0.0	0.0
337-10_S5_L003_R2_001	0.0147013217825	0.0254477425289	0.0139648919344	0.0178106922522	0.0253931921697	0.0158741545035	0.0194472030258	0.0160105304013	0.0201836328739	0.0219292443657	0.0179197929705	0.0207836868242	0.00714609704454	0.00722792258322	0.0117828775696	0.0192562767689	0.0269751525842	0.0345576525017	0.0399581380544	0.0630874903207	0.0755795225589	0.0942084701979	0.102827426939	0.0991180025186	0.0847985332499	0.0617782817019	0.056077769174	0.0405309168252	0.0258295950427	0.0214655663132	0.0149467983985	0.0114283002354	0.00973723910268	0.00897353407502	0.012628408136	0.0100099908983	0.00976451428224	0.0128466095724	0.00859168156119	0.00834620494515
337-10_S5_L004_R1_001	0.0164366699587	0.00201608217551	2.80011413265e-05	0.000168006847959	0.00240809815408	0.00974439718163	0.000252010271939	0.0	0.0	2.80011413265e-05	0.0	0.0	8.40034239796e-05	0.000112004565306	0.0	0.0	0.0	0.0	0.0	0.0	0.00212808674082	0.00299612212194	0.00218408902347	0.00921237549643	0.00120404907704	0.00224009130612	0.00672027391836	0.000756030815816	2.80011413265e-05	2.80011413265e-05	8.40034239796e-05	8.40034239796e-05	0.000140005706633	0.000812033098469	2.80011413265e-05	8.40034239796e-05	0.0	0.0	0.0	0.00148406049031
337-10_S5_L004_R2_001	0.0208328491469	0.0140565729459	0.00803632756071	0.0196007989286	0.00680427734234	0.0157646425668	0.0167446825133	0.0131605364235	0.0112564588133	0.0149806106097	0.0117324782158	0.00890436294183	0.00632825793979	0.00980039946428	0.015092615175	0.0279171379025	0.0339373832877	0.037129513399	0.0588023967857	0.0748750519071	0.0971919615444	0.110744513946	0.119648876888	0.0978639889362	0.0870275472428	0.0674267483143	0.0569543214581	0.0399576286729	0.0247250077913	0.0199088114832	0.0147286003377	0.014924608327	0.0136925581087	0.00730829788622	0.00649626478775	0.00683227848367	0.00588023967857	0.0091843743551	0.00610424880918	0.0110044485413
337-11_S22_L001_R1_001	0.0130091882207	0.000977911643016	0.00471175609817	0.0	0.0	0.00260776438138	0.00014816843076	0.000266703175368	0.000237069489216	0.0	0.0	0.00014816843076	2.9633686152e-05	5.9267372304e-05	0.0	0.0	0.0	0.0	0.0	8.8901058456e-05	5.9267372304e-05	5.9267372304e-05	0.00580820248579	0.00755658996876	0.00542296456582	0.0120016428916	0.00213362540294	0.00299300230135	0.00100754532917	8.8901058456e-05	5.9267372304e-05	0.000118534744608	0.0	0.0	0.0	0.0	0.0	0.0	8.8901058456e-05	0.0
337-11_S22_L001_R2_001	0.00299300230135	0.00853450161178	0.00168912011066	0.00240032857831	0.00583783617194	0.00352640865209	0.00509699401814	0.00456358766741	0.00346714127978	0.00720098573494	0.00560076668273	0.00788256051643	0.00536369719351	0.0081492636918	0.0122090786946	0.0189359254511	0.0280038334136	0.0506736033199	0.070765242531	0.103214128867	0.120164597346	0.143901179954	0.157680844015	0.152583849997	0.136433491044	0.108903796609	0.0973466590093	0.0521849213137	0.0362123644777	0.0249811974261	0.0188766580788	0.0135425945715	0.0108162954455	0.00966058168555	0.00803072894719	0.00654904463959	0.00491919190123	0.00405981500282	0.00379311182746	0.00254849700907
337-11_S22_L002_R1_001	0.0183993774415	0.00332853059243	0.000647214281862	6.16394554154e-05	0.00123278910831	0.00147934692997	6.16394554154e-05	0.0	0.000123278910831	0.000308197277077	0.000123278910831	0.000616394554154	0.0	0.000523935371031	0.000184918366246	0.0	0.0	0.0	0.0	0.0	0.000184918366246	0.00138688774685	0.00154098638539	0.0105711666037	0.00224984012266	0.00326689113702	0.00631804418008	0.00110951019748	0.000123278910831	0.0	0.000154098638539	3.08197277077e-05	6.16394554154e-05	3.08197277077e-05	0.0	0.0	0.0	0.0	0.0	0.000862952375816
337-11_S22_L002_R2_001	0.00650296254633	0.00151016665768	0.000616394554154	0.00138688774685	0.00172590475163	0.00339017004785	0.00286623467682	0.00376000678034	0.00406820405742	0.00357508841409	0.0052085339826	0.00465377888386	0.00591738771988	0.0079823094763	0.0146085509335	0.0280767719417	0.0394492514659	0.0531023908404	0.0878978634224	0.10540346876	0.130891383575	0.147564856264	0.160046845986	0.139952383521	0.125898587686	0.0988080470309	0.0862027783985	0.0493732037877	0.0334702242906	0.0215738093954	0.0169200305115	0.0158105203141	0.0138996971962	0.00847542511962	0.0068111598234	0.00465377888386	0.00539345234885	0.00348262923097	0.00234229930579	0.00366754759722
337-11_S22_L003_R1_001	0.0114602618374	0.00029536757313	0.00100424974864	0.0	0.0	0.0292413897399	0.0	0.0	0.0	0.0	0.0	0.000177220543878	0.00106332326327	2.9536757313e-05	0.000324904330443	0.0	0.0	0.0	0.0	2.9536757313e-05	8.8610271939e-05	0.000443051359695	0.00301274924593	0.00487356495665	0.00372163142144	0.00575966767604	0.00103378650596	0.0029536757313	0.000649808660886	0.0	2.9536757313e-05	0.0	0.0	0.000147683786565	0.0	0.0	0.0	0.0	0.0	2.9536757313e-05
