Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
337-10_S5_L001_R1_001	73.0	76.5	80.0	80.0	128.0	176.0	279.5	383.0	383.0	593.5	804.0	1130.5	1457.0	1457.0	2121.0	2785.0	3881.5	4978.0	4978.0	6820.5	8663.0	11626.0	14589.0	14589.0	18895.5	23202.0	29010.5	34819.0	34819.0	42331.5	49844.0	59002.5	68161.0	68161.0	78336.5	88512.0	98959.5	109407.0	109407.0	120417.0	131427.0	142900.5	154374.0	154374.0	161915.5	169457.0	177606.5	185756.0	185756.0	196570.5	207385.0	211343.0	215301.0	215301.0	215513.0	215725.0	210468.0	205211.0	205211.0	189469.0	173727.0	184514.5	195302.0	195302.0	194831.0	194360.0	195186.0	196012.0	196012.0	214134.0	232256.0	222249.5	212243.0	212243.0	207788.0	203333.0	172195.0	141057.0	141057.0	115516.0	89975.0	68019.5	46064.0	46064.0	39620.5	33177.0	26951.5	20726.0	20726.0	16332.0	11938.0	8003.0	4068.0	4068.0	2134.0	200.0	205.0	210.0	210.0	181.5	153.0
337-10_S5_L001_R2_001	122.0	133.0	144.0	144.0	224.5	305.0	491.0	677.0	677.0	961.5	1246.0	1774.5	2303.0	2303.0	3314.0	4325.0	5783.5	7242.0	7242.0	9783.5	12325.0	15740.5	19156.0	19156.0	24491.0	29826.0	36730.5	43635.0	43635.0	51775.5	59916.0	69875.5	79835.0	79835.0	92130.5	104426.0	113456.5	122487.0	122487.0	131845.0	141203.0	148115.0	155027.0	155027.0	165430.5	175834.0	180252.5	184671.0	184671.0	185043.5	185416.0	188576.5	191737.0	191737.0	188484.5	185232.0	188171.0	191110.0	191110.0	187814.5	184519.0	186124.5	187730.0	187730.0	194995.0	202260.0	199954.5	197649.0	197649.0	213804.5	229960.0	214262.0	198564.0	198564.0	186957.5	175351.0	156862.0	138373.0	138373.0	112838.0	87303.0	70856.0	54409.0	54409.0	49274.5	44140.0	36379.5	28619.0	28619.0	20920.5	13222.0	7227.0	1232.0	1232.0	1020.0	808.0	810.0	812.0	812.0	2515.5	4219.0
337-10_S5_L002_R1_001	65.0	80.0	95.0	95.0	124.5	154.0	267.0	380.0	380.0	566.0	752.0	1092.5	1433.0	1433.0	2026.0	2619.0	3731.0	4843.0	4843.0	6593.5	8344.0	11276.5	14209.0	14209.0	18317.0	22425.0	28012.5	33600.0	33600.0	40821.0	48042.0	57193.5	66345.0	66345.0	76238.0	86131.0	96071.0	106011.0	106011.0	116937.5	127864.0	138233.0	148602.0	148602.0	156484.5	164367.0	172267.0	180167.0	180167.0	189724.0	199281.0	204139.0	208997.0	208997.0	209064.0	209131.0	203855.5	198580.0	198580.0	183868.5	169157.0	179179.0	189201.0	189201.0	188984.0	188767.0	189182.5	189598.0	189598.0	206958.5	224319.0	214655.0	204991.0	204991.0	200818.5	196646.0	166101.0	135556.0	135556.0	111319.5	87083.0	65850.0	44617.0	44617.0	38376.0	32135.0	26084.5	20034.0	20034.0	15749.0	11464.0	7630.5	3797.0	3797.0	1985.0	173.0	153.0	133.0	133.0	182.5	232.0
337-10_S5_L002_R2_001	123.0	137.0	151.0	151.0	239.0	327.0	477.5	628.0	628.0	919.5	1211.0	1745.5	2280.0	2280.0	3167.0	4054.0	5536.0	7018.0	7018.0	9357.5	11697.0	15191.5	18686.0	18686.0	23730.0	28774.0	35257.5	41741.0	41741.0	49975.0	58209.0	68147.0	78085.0	78085.0	89578.0	101071.0	110022.5	118974.0	118974.0	127799.0	136624.0	143308.5	149993.0	149993.0	160011.5	170030.0	174771.0	179512.0	179512.0	179206.5	178901.0	181863.0	184825.0	184825.0	182016.5	179208.0	182049.5	184891.0	184891.0	181736.0	178581.0	179813.5	181046.0	181046.0	188499.0	195952.0	193908.0	191864.0	191864.0	206739.5	221615.0	206103.5	190592.0	190592.0	179504.0	168416.0	150899.5	133383.0	133383.0	108969.0	84555.0	68896.5	53238.0	53238.0	47869.0	42500.0	35088.0	27676.0	27676.0	20300.0	12924.0	7164.5	1405.0	1405.0	1202.5	1000.0	1103.5	1207.0	1207.0	4290.0	7373.0
337-10_S5_L003_R1_001	78.0	77.5	77.0	77.0	120.0	163.0	261.5	360.0	360.0	612.5	865.0	1126.0	1387.0	1387.0	2068.0	2749.0	3819.0	4889.0	4889.0	6839.5	8790.0	11672.5	14555.0	14555.0	18823.5	23092.0	29025.5	34959.0	34959.0	42570.5	50182.0	59389.0	68596.0	68596.0	78780.5	88965.0	99158.0	109351.0	109351.0	120974.0	132597.0	143706.5	154816.0	154816.0	162812.0	170808.0	178595.0	186382.0	186382.0	196940.5	207499.0	212227.5	216956.0	216956.0	217365.5	217775.0	212041.5	206308.0	206308.0	190636.0	174964.0	186233.0	197502.0	197502.0	196362.5	195223.0	195699.5	196176.0	196176.0	214976.0	233776.0	223272.0	212768.0	212768.0	208522.0	204276.0	173101.0	141926.0	141926.0	116131.0	90336.0	68513.0	46690.0	46690.0	40075.0	33460.0	27142.0	20824.0	20824.0	16283.5	11743.0	7873.0	4003.0	4003.0	2083.0	163.0	158.0	153.0	153.0	154.0	155.0
337-10_S5_L003_R2_001	116.0	135.0	154.0	154.0	233.0	312.0	471.5	631.0	631.0	952.5	1274.0	1839.5	2405.0	2405.0	3396.0	4387.0	5919.0	7451.0	7451.0	9806.0	12161.0	15711.5	19262.0	19262.0	24426.0	29590.0	36469.5	43349.0	43349.0	51991.0	60633.0	70368.5	80104.0	80104.0	92290.0	104476.0	113943.5	123411.0	123411.0	132748.0	142085.0	148862.0	155639.0	155639.0	166302.0	176965.0	181661.5	186358.0	186358.0	186201.0	186044.0	189605.0	193166.0	193166.0	189474.5	185783.0	188658.5	191534.0	191534.0	188255.0	184976.0	186843.5	188711.0	188711.0	196428.0	204145.0	202229.5	200314.0	200314.0	216228.5	232143.0	215868.0	199593.0	199593.0	187529.5	175466.0	157161.0	138856.0	138856.0	113088.0	87320.0	71091.5	54863.0	54863.0	49452.0	44041.0	36319.5	28598.0	28598.0	20936.0	13274.0	7220.5	1167.0	1167.0	981.5	796.0	788.0	780.0	780.0	2392.0	4004.0
337-10_S5_L004_R1_001	72.0	75.0	78.0	78.0	120.0	162.0	268.5	375.0	375.0	562.0	749.0	1075.5	1402.0	1402.0	2071.5	2741.0	3803.0	4865.0	4865.0	6754.5	8644.0	11358.5	14073.0	14073.0	18373.0	22673.0	28439.0	34205.0	34205.0	41643.5	49082.0	57708.0	66334.0	66334.0	76570.0	86806.0	96621.0	106436.0	106436.0	117718.0	129000.0	140184.5	151369.0	151369.0	159216.5	167064.0	174494.5	181925.0	181925.0	192401.5	202878.0	206965.5	211053.0	211053.0	211520.0	211987.0	206432.5	200878.0	200878.0	185875.0	170872.0	181677.0	192482.0	192482.0	191654.0	190826.0	190932.5	191039.0	191039.0	209018.0	226997.0	217171.0	207345.0	207345.0	202921.0	198497.0	167778.0	137059.0	137059.0	112291.0	87523.0	66516.5	45510.0	45510.0	38869.0	32228.0	26309.0	20390.0	20390.0	15823.0	11256.0	7564.5	3873.0	3873.0	2038.0	203.0	149.0	95.0	95.0	166.0	237.0
337-10_S5_L004_R2_001	125.0	131.0	137.0	137.0	222.0	307.0	482.5	658.0	658.0	900.0	1142.0	1747.0	2352.0	2352.0	3279.5	4207.0	5664.5	7122.0	7122.0	9499.0	11876.0	15335.0	18794.0	18794.0	23839.0	28884.0	35674.0	42464.0	42464.0	50561.5	58659.0	68324.5	77990.0	77990.0	90157.5	102325.0	111027.5	119730.0	119730.0	128893.0	138056.0	144920.5	151785.0	151785.0	162019.5	172254.0	177059.5	181865.0	181865.0	181270.0	180675.0	183990.0	187305.0	187305.0	184445.5	181586.0	184281.5	186977.0	186977.0	183800.5	180624.0	182005.0	183386.0	183386.0	191128.5	198871.0	196250.5	193630.0	193630.0	208983.5	224337.0	208670.5	193004.0	193004.0	181895.0	170786.0	153239.5	135693.0	135693.0	110141.0	84589.0	68901.5	53214.0	53214.0	48325.5	43437.0	35758.5	28080.0	28080.0	20666.0	13252.0	7351.0	1450.0	1450.0	1292.0	1134.0	1142.0	1150.0	1150.0	4260.5	7371.0
337-11_S22_L001_R1_001	79.0	79.0	79.0	79.0	112.5	146.0	281.0	416.0	416.0	590.0	764.0	1120.5	1477.0	1477.0	2144.0	2811.0	3916.5	5022.0	5022.0	6772.5	8523.0	11287.0	14051.0	14051.0	18037.5	22024.0	26949.5	31875.0	31875.0	37982.0	44089.0	50732.5	57376.0	57376.0	65088.5	72801.0	80981.5	89162.0	89162.0	98753.0	108344.0	117853.5	127363.0	127363.0	132229.5	137096.0	143199.5	149303.0	149303.0	157129.0	164955.0	169247.5	173540.0	173540.0	173430.5	173321.0	169549.0	165777.0	165777.0	156622.0	147467.0	162492.5	177518.0	177518.0	185974.0	194430.0	199604.0	204778.0	204778.0	226490.5	248203.0	237376.5	226550.0	226550.0	227708.0	228866.0	193552.0	158238.0	158238.0	131703.0	105168.0	78511.5	51855.0	51855.0	44871.0	37887.0	31105.5	24324.0	24324.0	18812.5	13301.0	9151.5	5002.0	5002.0	2621.5	241.0	213.0	185.0	185.0	158.0	131.0
337-11_S22_L001_R2_001	150.0	151.0	152.0	152.0	234.5	317.0	457.5	598.0	598.0	912.0	1226.0	1821.0	2416.0	2416.0	3273.5	4131.0	5734.5	7338.0	7338.0	9722.0	12106.0	15345.5	18585.0	18585.0	23171.0	27757.0	33708.5	39660.0	39660.0	45830.5	52001.0	59737.5	67474.0	67474.0	75582.5	83691.0	91588.0	99485.0	99485.0	108596.0	117707.0	122905.0	128103.0	128103.0	136514.0	144925.0	149117.0	153309.0	153309.0	151393.5	149478.0	153248.5	157019.0	157019.0	153757.5	150496.0	155870.0	161244.0	161244.0	163602.0	165960.0	172742.0	179524.0	179524.0	187908.5	196293.0	196829.0	197365.0	197365.0	216902.5	236440.0	228768.5	221097.0	221097.0	201575.5	182054.0	167218.0	152382.0	152382.0	126007.0	99632.0	82162.5	64693.0	64693.0	55697.5	46702.0	38672.5	30643.0	30643.0	21977.0	13311.0	7522.5	1734.0	1734.0	1446.0	1158.0	1111.5	1065.0	1065.0	3091.0	5117.0
