#Mapping quality	mapping quality
0.0	546649.0
1.0	1.5363682E7
2.0	126649.0
3.0	136964.0
4.0	71999.0
5.0	45604.0
6.0	403507.0
7.0	208807.0
8.0	186628.0
9.0	79383.0
10.0	84281.0
11.0	199656.0
12.0	403029.0
13.0	50406.0
14.0	131387.0
15.0	287302.0
16.0	218470.0
17.0	328459.0
18.0	332358.0
19.0	86231.0
20.0	133193.0
21.0	634985.0
22.0	200939.0
23.0	673502.0
24.0	1040499.0
25.0	295036.0
26.0	258062.0
27.0	256868.0
28.0	408775.0
29.0	319262.0
30.0	1942581.0
31.0	1754269.0
32.0	2078442.0
33.0	1309649.0
34.0	1858065.0
35.0	1561203.0
36.0	1813501.0
37.0	1815902.0
38.0	2365539.0
39.0	2336715.0
40.0	4926852.0
41.0	1.2788577E7
42.0	2.52218824E8
