#Mapping quality	mapping quality
0.0	234386.0
1.0	7740877.0
2.0	57346.0
3.0	63021.0
4.0	34735.0
5.0	23034.0
6.0	203815.0
7.0	112423.0
8.0	93099.0
9.0	37098.0
10.0	40444.0
11.0	97320.0
12.0	212951.0
13.0	23205.0
14.0	59325.0
15.0	140603.0
16.0	98253.0
17.0	170214.0
18.0	168944.0
19.0	40298.0
20.0	62809.0
21.0	289190.0
22.0	89272.0
23.0	327417.0
24.0	534161.0
25.0	142159.0
26.0	121500.0
27.0	120048.0
28.0	181016.0
29.0	144901.0
30.0	1010947.0
31.0	876536.0
32.0	1040299.0
33.0	634712.0
34.0	926257.0
35.0	739432.0
36.0	858970.0
37.0	837790.0
38.0	1093624.0
39.0	1035204.0
40.0	2350069.0
41.0	6012808.0
42.0	1.32897656E8
