#Mapping quality	mapping quality
0.0	528968.0
1.0	1.5631811E7
2.0	123450.0
3.0	135991.0
4.0	65918.0
5.0	44243.0
6.0	374914.0
7.0	195985.0
8.0	170561.0
9.0	69047.0
10.0	75014.0
11.0	180466.0
12.0	379655.0
13.0	44960.0
14.0	104620.0
15.0	257948.0
16.0	188646.0
17.0	292306.0
18.0	294198.0
19.0	68999.0
20.0	110070.0
21.0	550603.0
22.0	173295.0
23.0	653243.0
24.0	985316.0
25.0	243237.0
26.0	214868.0
27.0	213675.0
28.0	330517.0
29.0	268899.0
30.0	1701605.0
31.0	1494880.0
32.0	1814852.0
33.0	1082195.0
34.0	1585339.0
35.0	1336584.0
36.0	1499853.0
37.0	1485266.0
38.0	1921425.0
39.0	1834445.0
40.0	4305324.0
41.0	1.0565351E7
42.0	2.1416766E8
