ID,count
ENSMUSE00001343744,1
ENSMUSE00000522066,0
ENSMUSE00001339323,0
ENSMUSE00000869502,40
ENSMUSE00001343235,3
ENSMUSE00001341983,1
ENSMUSE00001342074,2
ENSMUSE00001345089,0
ENSMUSE00001336948,0
ENSMUSE00001341225,20
ENSMUSE00001004195,0
ENSMUSE00001345236,0
ENSMUSE00001345397,21
ENSMUSE00000837314,483
ENSMUSE00001255376,469
ENSMUSE00000730558,1213
ENSMUSE00001230529,372
ENSMUSE00000777602,86
ENSMUSE00000703287,993
ENSMUSE00001206040,991
ENSMUSE00000747600,9
ENSMUSE00000912814,2
ENSMUSE00001338479,791
ENSMUSE00000385288,780
ENSMUSE00001342184,629
ENSMUSE00000230808,128
ENSMUSE00001341886,38
ENSMUSE00001345433,156
ENSMUSE00001341804,1
ENSMUSE00001342914,1
ENSMUSE00001343112,3
ENSMUSE00000154063,18
ENSMUSE00000554252,16
ENSMUSE00000863532,6
ENSMUSE00000863721,148
ENSMUSE00000230531,531
ENSMUSE00000997941,176
ENSMUSE00000154068,375
ENSMUSE00000848395,61
ENSMUSE00001276978,235
ENSMUSE00000858689,30
ENSMUSE00000850861,148
ENSMUSE00000854166,18
ENSMUSE00001254227,9
ENSMUSE00001243306,54
ENSMUSE00001310124,33
ENSMUSE00001246930,26
ENSMUSE00001054859,33
ENSMUSE00001344827,1
ENSMUSE00000824119,302
ENSMUSE00000794948,302
ENSMUSE00000630855,101
ENSMUSE00000630853,101
ENSMUSE00000796004,5
ENSMUSE00000746001,13
ENSMUSE00000775067,14
ENSMUSE00000730905,4
ENSMUSE00001339893,1
ENSMUSE00001339810,14
ENSMUSE00001337469,0
ENSMUSE00001337169,0
ENSMUSE00001341158,0
ENSMUSE00001343950,3
ENSMUSE00000630850,441
ENSMUSE00001298878,411
ENSMUSE00001253077,381
ENSMUSE00001289349,428
ENSMUSE00001273110,121
ENSMUSE00001339503,27
ENSMUSE00001237796,51
ENSMUSE00001304350,61
ENSMUSE00000501172,17
ENSMUSE00000664209,0
ENSMUSE00001344861,0
ENSMUSE00001345188,0
ENSMUSE00001344143,19
ENSMUSE00001346220,1
ENSMUSE00001338294,14
ENSMUSE00001339509,1
ENSMUSE00001341492,3
ENSMUSE00000660495,3
ENSMUSE00001337974,1
ENSMUSE00001340748,2
ENSMUSE00001344273,1
ENSMUSE00000522850,0
ENSMUSE00000463933,134
ENSMUSE00000754750,274
ENSMUSE00001146417,275
ENSMUSE00001238822,147
ENSMUSE00000713089,27
ENSMUSE00000553798,6
ENSMUSE00001104564,18
ENSMUSE00001144804,18
ENSMUSE00001175967,2
ENSMUSE00001320401,168
ENSMUSE00000553717,168
ENSMUSE00001332231,19
ENSMUSE00001317996,58
ENSMUSE00001323164,20
ENSMUSE00001328436,14
ENSMUSE00000441750,19
ENSMUSE00000403774,20
ENSMUSE00001272844,3
ENSMUSE00001338319,0
ENSMUSE00000793282,8
ENSMUSE00001330861,5
ENSMUSE00001328527,56
ENSMUSE00001308033,1381
ENSMUSE00000813321,222
ENSMUSE00001290187,181
ENSMUSE00001291361,158
ENSMUSE00001255443,1326
ENSMUSE00001375985,175
ENSMUSE00001329916,119
ENSMUSE00001335581,194
ENSMUSE00001296903,154
ENSMUSE00001264927,246
ENSMUSE00001232269,33
ENSMUSE00001319119,152
ENSMUSE00001320539,53
ENSMUSE00000437961,367
ENSMUSE00000842702,39
ENSMUSE00000785480,45
ENSMUSE00001214644,35
ENSMUSE00000757737,28
ENSMUSE00000846663,0
ENSMUSE00000714198,0
ENSMUSE00001328030,5
ENSMUSE00001332127,0
ENSMUSE00000847095,0
ENSMUSE00000604640,204
ENSMUSE00001323408,1
ENSMUSE00001327265,30
ENSMUSE00001329717,11
ENSMUSE00001322541,33
ENSMUSE00000317484,33
ENSMUSE00001319596,22
ENSMUSE00001323222,10
ENSMUSE00000728032,476
ENSMUSE00001265206,89
ENSMUSE00001321665,476
ENSMUSE00001338877,1
ENSMUSE00001324278,56
ENSMUSE00001318393,13
ENSMUSE00001339941,1
ENSMUSE00001323765,0
ENSMUSE00001002979,0
ENSMUSE00001315176,0
ENSMUSE00001117731,1
ENSMUSE00001310078,0
ENSMUSE00001114091,3
ENSMUSE00001332287,102
ENSMUSE00000360632,100
ENSMUSE00000412216,100
ENSMUSE00001331115,3
ENSMUSE00000630782,14
ENSMUSE00000576165,0
ENSMUSE00001331416,5
ENSMUSE00001317776,0
ENSMUSE00001331848,22
ENSMUSE00000553058,15
ENSMUSE00000847868,1
ENSMUSE00000966774,0
ENSMUSE00001325743,11
ENSMUSE00000458133,2
ENSMUSE00001343997,2
ENSMUSE00000712472,41
ENSMUSE00000959346,265
ENSMUSE00000901644,253
ENSMUSE00001338186,3
ENSMUSE00001338750,0
ENSMUSE00000664342,0
ENSMUSE00001323159,0
ENSMUSE00001335144,364
