#Mapping quality	mapping quality
0.0	623709.0
1.0	1.9578135E7
2.0	145905.0
3.0	158665.0
4.0	80682.0
5.0	51482.0
6.0	500832.0
7.0	258623.0
8.0	212333.0
9.0	90057.0
10.0	98622.0
11.0	238921.0
12.0	510317.0
13.0	55188.0
14.0	146422.0
15.0	352801.0
16.0	276006.0
17.0	410606.0
18.0	398882.0
19.0	96569.0
20.0	148034.0
21.0	780307.0
22.0	231699.0
23.0	788201.0
24.0	1245007.0
25.0	342183.0
26.0	303322.0
27.0	299526.0
28.0	476112.0
29.0	364795.0
30.0	2430657.0
31.0	2156345.0
32.0	2574326.0
33.0	1503579.0
34.0	2304677.0
35.0	1875516.0
36.0	2098921.0
37.0	2076384.0
38.0	2647238.0
39.0	2364045.0
40.0	5149276.0
41.0	1.3839488E7
42.0	2.83790335E8
