#Mapping quality	mapping quality
0.0	206906.0
1.0	8545386.0
2.0	59064.0
3.0	66245.0
4.0	34101.0
5.0	20250.0
6.0	226456.0
7.0	117515.0
8.0	97061.0
9.0	39371.0
10.0	41467.0
11.0	99801.0
12.0	235373.0
13.0	21011.0
14.0	60515.0
15.0	155219.0
16.0	109594.0
17.0	184255.0
18.0	182940.0
19.0	40778.0
20.0	63301.0
21.0	324486.0
22.0	97187.0
23.0	338323.0
24.0	587878.0
25.0	149521.0
26.0	134630.0
27.0	130110.0
28.0	196133.0
29.0	150510.0
30.0	1049567.0
31.0	892720.0
32.0	1071874.0
33.0	682044.0
34.0	923741.0
35.0	757598.0
36.0	905881.0
37.0	855618.0
38.0	1104295.0
39.0	909563.0
40.0	2317410.0
41.0	5959122.0
42.0	1.36277613E8
