#Mapping quality	mapping quality
0.0	142535.0
1.0	5288444.0
2.0	33303.0
3.0	31916.0
4.0	11894.0
5.0	7788.0
6.0	136710.0
7.0	71755.0
8.0	49253.0
9.0	16060.0
10.0	11343.0
11.0	51008.0
12.0	134868.0
13.0	9834.0
14.0	24977.0
15.0	52069.0
16.0	32931.0
17.0	98093.0
18.0	104816.0
19.0	19131.0
20.0	20175.0
21.0	113141.0
22.0	41527.0
23.0	232508.0
24.0	341320.0
25.0	60215.0
26.0	46873.0
27.0	43029.0
28.0	46117.0
29.0	47592.0
30.0	737425.0
31.0	633336.0
32.0	727464.0
33.0	235798.0
34.0	721998.0
35.0	419752.0
36.0	270534.0
37.0	237731.0
38.0	248651.0
39.0	175728.0
40.0	1039970.0
41.0	1138312.0
42.0	5.848474E7
