#Position (bp)	Coverage
3406923.0	0.011081702034607479
1.0220768E7	0.08386131472024973
1.7034613E7	0.057523909041077396
2.3848458E7	0.027150749686850818
3.0662303E7	0.02798610769690241
3.7476148E7	0.030834426083951132
4.4289993E7	0.028880903513361398
5.1103838E7	0.029264240674685145
5.7917683E7	0.04155480495960798
6.4731528E7	0.05391185153169759
7.1545373E7	0.03313078005149809
7.8359218E7	0.20669196320139363
8.5173063E7	0.02698902014941637
9.1986908E7	0.04497152488793038
9.8800753E7	0.017611495418519207
1.05614598E8	0.01628302375530996
1.12428443E8	0.020344460433132833
1.19242288E8	0.07252953361868372
1.26056133E8	0.10169089552227854
1.300790245E8	0.016538169940370377
1.33485947E8	0.07904108757096813
1.39683823E8	0.056885796492288865
1.46497668E8	0.017204676654664144
1.53311513E8	0.072639016590486
1.60125358E8	0.027036570394542287
1.66939203E8	0.06830123080287268
1.73753048E8	0.056677250509807604
1.80566893E8	0.0909917968489157
1.87380738E8	0.06375211059247753
1.94194583E8	0.07028689381692715
2.01008428E8	0.19985059830389448
2.07822273E8	0.13905467471009395
2.14636118E8	0.09454779203225198
2.21449963E8	0.10010456651127227
2.28263808E8	0.13600074554088037
2.35077653E8	0.14372589925365195
2.41891498E8	0.09522435570518555
2.48705343E8	0.21584890762851225
2.52444901E8	0.023328838924287998
2.558518235E8	0.03544431603165222
2.62333033E8	0.015628474084749506
2.69146878E8	0.018112093832483717
2.75960723E8	0.025120765148018483
2.82774568E8	0.028536164236198504
2.89588413E8	0.02821358572142454
2.96402258E8	0.020460841125678673
3.03216103E8	0.027436491437653778
3.10029948E8	0.052218387709142194
3.16843793E8	0.014877356323779012
3.23657638E8	0.11500922019799394
3.30471483E8	0.05984198349096582
3.37285328E8	0.06547199121788065
3.44099173E8	0.018103875271597753
3.50913018E8	0.0985599173447591
3.57726863E8	0.09985111196394987
3.64540708E8	0.058501917786506735
3.704270945E8	0.019581248205257265
3.73834017E8	0.0
3.78168398E8	0.03434492566238299
3.84982243E8	0.5607503546088882
3.91796088E8	0.028826015267444445
3.98609933E8	0.018868494954023755
4.05423778E8	0.051306420970832184
4.12237623E8	0.049933774542860895
4.19051468E8	0.15339841161634876
4.25865313E8	0.08143522489871724
4.32679158E8	0.039768735567069696
4.39493003E8	0.043436708642477194
4.46306848E8	0.030518892049936564
4.53120693E8	0.017699698188027465
4.59934538E8	0.022251166558675754
4.66748383E8	0.03205913841597512
4.73562228E8	0.05408429455028695
4.80376073E8	0.053444567641324395
4.87189918E8	0.03681416292856676
4.91962519E8	0.031982637201947606
4.953694415E8	0.00394342861509942
5.00817608E8	0.019524218704710775
5.07631453E8	0.026017615604698962
5.14445298E8	0.12479767297318915
5.21259143E8	0.04341528168016737
5.28072988E8	0.03963092791221403
5.34886833E8	0.020648106905865923
5.41700678E8	0.05105017798320919
5.48514523E8	0.10519493766001428
5.55328368E8	0.048170012672727365
5.62142213E8	0.0807645316264165
5.68956058E8	0.06803339377399985
5.75769903E8	0.01842469266618187
5.82583748E8	0.018016112782136957
5.89397593E8	0.016762048446948823
5.96211438E8	0.043791867880763356
6.03025283E8	0.012890225709566331
6.09839128E8	0.020618167862638495
6.15738246E8	0.0422248174350688
6.191451685E8	0.0
6.23466818E8	0.030885938849504208
6.30280663E8	0.025155106991720532
6.37094508E8	0.01393765194247888
6.43908353E8	0.030107230205559415
6.50722198E8	0.0268695574965383
6.57536043E8	0.06758592248576245
6.64349888E8	0.018122367033591165
6.71163733E8	0.05144701706598844
6.77977578E8	0.05029583150189064
6.84791423E8	0.0705704341674928
6.91605268E8	0.13992408104381593
6.98419113E8	0.17881122919585052
7.05232958E8	0.05237747556629187
7.12046803E8	0.05167097285013087
7.18860648E8	0.22895986040187294
7.222708485E8	0.0
7.25677771E8	0.04794581220218504
7.32488338E8	0.04681013436613248
7.39302183E8	0.08639131063298329
7.46116028E8	0.02919496994721776
7.52929873E8	0.05683986060733697
7.59743718E8	0.029826478295294362
7.66557563E8	0.044285568573984295
7.73371408E8	0.022701719807245394
7.80185253E8	0.14422664442763228
7.86999098E8	0.019769748211178856
7.93812943E8	0.013397134804211131
8.00626788E8	0.042319424642033976
8.07440633E8	0.021197723165114556
8.14254478E8	0.06844593617847192
8.190716475E8	0.09317729447394676
8.2247857E8	0.01352973980999917
8.27882168E8	0.043121174608462626
8.34696013E8	0.032700039405064246
8.41509858E8	0.04093665177297106
8.48323703E8	0.20533003025457727
8.55137548E8	0.3520606940721428
8.61951393E8	0.05418878768155131
8.68765238E8	0.139775853427837
8.75579083E8	0.14867978358768066
8.82392928E8	0.024736840946631453
8.89206773E8	0.046323184633639304
8.96020618E8	0.029071691533928346
9.02834463E8	0.0750022931252472
9.09648308E8	0.04877407689784549
9.14262198E8	0.022549488697914403
9.176691205E8	0.011554781802355049
9.23275998E8	0.05028687914092557
9.30089843E8	0.024120008600136928
9.36903688E8	0.02125437253122136
9.43717533E8	0.016129366018745657
9.50531378E8	0.06832529944546728
9.57345223E8	0.029149914622360797
9.64159068E8	0.02060701410143612
9.70972913E8	0.03989494918067552
9.77786758E8	0.0611013311867235
9.84600603E8	0.02981033469355408
9.91414448E8	0.03101963722391689
9.98228293E8	0.13921464312733853
1.00390351E9	0.01781272228980849
1.0073104325E9	0.0
1.011855983E9	0.45421652532454143
1.018669828E9	0.07549907577880037
1.025483673E9	0.026696380677869835
1.032297518E9	0.027988749377187185
1.039111363E9	0.024572616488928056
1.045925208E9	0.05461791396781113
1.052739053E9	0.0546170334077162
1.059552898E9	0.022396312214322457
1.0652815955E9	0.1353621690301601
1.068688518E9	0.0
1.073180588E9	0.019137799583054796
1.079994433E9	0.041776119063465636
1.086808278E9	0.11997176337295609
1.093622123E9	0.02152661236056881
1.100435968E9	0.03219973451113138
1.107249813E9	0.06139485121836496
1.114063658E9	0.02403165907061285
1.120877503E9	0.05835956057116063
1.127691348E9	0.03726486293715223
1.134505193E9	0.03174742014237189
1.141319038E9	0.029467503296596854
1.148132883E9	0.07651817732865952
1.154946728E9	0.06258434114659198
1.161760573E9	0.06536060036587273
1.168574418E9	0.03248547626193434
1.175388263E9	0.02723044037544147
1.182202108E9	0.014424454914956239
1.189015953E9	0.025792338980414144
1.195829798E9	0.05066067690122097
1.202643643E9	0.10127189567711035
1.209457488E9	0.022410401175841248
1.216271333E9	0.01991504062684138
1.223085178E9	0.04039716195481406
1.229899023E9	0.0703658507054387
1.236712868E9	0.226077346931138
1.243526713E9	0.07604135403725797
1.250340558E9	0.06261442694983523
1.257154403E9	0.053829225642790524
1.2618183335E9	0.041331479195040925
1.265225256E9	0.00982085566658581
1.270782093E9	0.06014005308309772
1.277595938E9	0.033224266181575896
1.284409783E9	0.1610447552006246
1.291223628E9	0.17281432142938385
1.298037473E9	0.09278329636203934
1.304851318E9	0.05232258732037491
1.311665163E9	0.019340328404887402
1.318479008E9	0.02870802021472458
1.325292853E9	0.02521454479812793
1.332106698E9	0.0233339619554011
1.338920543E9	0.036019750962929156
1.345734388E9	0.019712658565024594
1.352548233E9	0.03786070860138439
1.359362078E9	0.5161063980762697
1.366175923E9	0.06749683915615926
1.372989768E9	0.01670275740055725
1.379803613E9	0.04877818617828847
1.386617458E9	0.061862575388785625
1.393431303E9	0.045959806834467175
1.400245148E9	0.02067100146833396
1.407058993E9	0.07919082397677082
1.413872838E9	0.12010898398774847
1.420686683E9	0.0781287217422762
1.427500528E9	0.08870160680203322
