,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSE00000573827,69.4169057477422,-1.62980403053543,0.42671048081512,-3.81946097837135,0.000133743614345944,0.0454316769962837
ENSMUSE00000852631,80.3842711157335,-2.40767760646735,0.39435177631616,-6.10540575969682,1.02539843719757e-09,9.05631899732894e-07
ENSMUSE00001326125,175.479993905841,-1.76580409680563,0.405701956361192,-4.35246630961166,1.34614563275184e-05,0.00540416283112013
ENSMUSE00001406746,104.611555310561,-1.98240847322797,0.362329578561062,-5.47128523456686,4.4678353988066e-08,2.46624514014124e-05
ENSMUSE00001454774,660.656140922536,-1.85499346432878,0.279744712846421,-6.63102242560404,3.33369576948661e-11,3.68040012951322e-08
ENSMUSE00001459699,97.5313684792589,-4.68916093123667,0.618365259014365,-7.58315714358031,3.3724596128442e-14,7.44639082515999e-11
ENSMUSE00001460886,749.59157062039,-1.87644378439898,0.270800302314525,-6.9292529157503,4.23068849203778e-12,6.22757346027961e-09
ENSMUSE00000878981,95.240513907506,-5.94755178127742,0.784192035744116,-7.58430525965979,3.34273319942547e-14,7.44639082515999e-11
ENSMUSE00001035575,142.618061077668,-1.90774829899625,0.320566916611142,-5.95117025538357,2.66231956936678e-09,1.95946720305395e-06
ENSMUSE00001304165,755.788750573301,-2.42639151503966,0.436994237352393,-5.5524565489476,2.81682747198872e-08,1.77701573090031e-05
ENSMUSE00001312073,61.2836126663614,-3.27672684007727,0.751962399160308,-4.35756740461529,1.31516002279313e-05,0.00540416283112013
