#Mapping quality	mapping quality
0.0	185134.0
1.0	6903261.0
2.0	46466.0
3.0	55083.0
4.0	27754.0
5.0	16301.0
6.0	183113.0
7.0	97538.0
8.0	83498.0
9.0	28826.0
10.0	32089.0
11.0	81645.0
12.0	204411.0
13.0	16758.0
14.0	47554.0
15.0	126266.0
16.0	87844.0
17.0	154609.0
18.0	162904.0
19.0	30329.0
20.0	49942.0
21.0	267862.0
22.0	76197.0
23.0	324975.0
24.0	555048.0
25.0	118115.0
26.0	97774.0
27.0	94464.0
28.0	138887.0
29.0	109419.0
30.0	905802.0
31.0	791331.0
32.0	957265.0
33.0	540870.0
34.0	820535.0
35.0	618003.0
36.0	688767.0
37.0	623845.0
38.0	781335.0
39.0	567647.0
40.0	1907819.0
41.0	3678354.0
42.0	1.18001211E8
