#Mapping quality	mapping quality
0.0	209034.0
1.0	6746565.0
2.0	50912.0
3.0	57881.0
4.0	28948.0
5.0	19097.0
6.0	181595.0
7.0	103850.0
8.0	86076.0
9.0	34623.0
10.0	34807.0
11.0	86442.0
12.0	201644.0
13.0	20743.0
14.0	54309.0
15.0	122492.0
16.0	85385.0
17.0	162554.0
18.0	162448.0
19.0	35988.0
20.0	55141.0
21.0	261318.0
22.0	82162.0
23.0	317425.0
24.0	520041.0
25.0	127767.0
26.0	106962.0
27.0	103409.0
28.0	153611.0
29.0	125798.0
30.0	904689.0
31.0	785433.0
32.0	939483.0
33.0	555709.0
34.0	835150.0
35.0	634098.0
36.0	724830.0
37.0	681652.0
38.0	868342.0
39.0	749998.0
40.0	2220891.0
41.0	4973765.0
42.0	1.17424734E8
