#Mapping quality	mapping quality
0.0	180677.0
1.0	6771280.0
2.0	46125.0
3.0	51935.0
4.0	24559.0
5.0	16374.0
6.0	166416.0
7.0	88336.0
8.0	79135.0
9.0	29375.0
10.0	28630.0
11.0	74867.0
12.0	183887.0
13.0	19250.0
14.0	46417.0
15.0	100772.0
16.0	68320.0
17.0	148038.0
18.0	155112.0
19.0	34052.0
20.0	44986.0
21.0	199938.0
22.0	72199.0
23.0	309261.0
24.0	484419.0
25.0	108654.0
26.0	93761.0
27.0	88770.0
28.0	117687.0
29.0	110911.0
30.0	813090.0
31.0	687355.0
32.0	826632.0
33.0	426650.0
34.0	742787.0
35.0	542057.0
36.0	527232.0
37.0	505587.0
38.0	613089.0
39.0	556189.0
40.0	2044209.0
41.0	4010933.0
42.0	8.8194222E7
