#Mapping quality	mapping quality
0.0	386593.0
1.0	1.0698906E7
2.0	78210.0
3.0	83732.0
4.0	29148.0
5.0	15133.0
6.0	280576.0
7.0	143579.0
8.0	110545.0
9.0	25101.0
10.0	23195.0
11.0	111223.0
12.0	279188.0
13.0	15319.0
14.0	43589.0
15.0	126792.0
16.0	80900.0
17.0	211604.0
18.0	198931.0
19.0	22220.0
20.0	34713.0
21.0	268110.0
22.0	77364.0
23.0	525584.0
24.0	722292.0
25.0	104153.0
26.0	74255.0
27.0	62854.0
28.0	78676.0
29.0	75676.0
30.0	1461471.0
31.0	1312718.0
32.0	1555251.0
33.0	358817.0
34.0	1513504.0
35.0	899197.0
36.0	566346.0
37.0	493231.0
38.0	515022.0
39.0	295379.0
40.0	2136601.0
41.0	1925072.0
42.0	1.19455099E8
