#Coverage (X)	Coverage
1.0	13.503850678205396
2.0	8.04980637381901
3.0	5.319024119493832
4.0	3.5991194000261686
5.0	2.4835916512882363
6.0	1.7495068786737846
7.0	1.258391963908693
8.0	0.9237487445637811
9.0	0.6903625003614025
10.0	0.5245329082259786
11.0	0.4041214739123973
12.0	0.3152677762532221
13.0	0.24859113403800848
14.0	0.19819861825583018
15.0	0.15936015302234807
16.0	0.12920203011877618
17.0	0.10578521929060969
18.0	0.08733542842111319
19.0	0.0726001340031388
20.0	0.060727907701505046
21.0	0.0511113097369531
22.0	0.043220169487952376
23.0	0.03676434236798798
24.0	0.031442933618080815
25.0	0.027030189616482403
26.0	0.023294339580061774
27.0	0.0201425210975259
28.0	0.01748311921787149
29.0	0.015225583000344045
30.0	0.01329976114885767
31.0	0.01166125875323587
32.0	0.010259406911870883
33.0	0.009070870779410711
34.0	0.008056502116872366
35.0	0.007170915383852616
36.0	0.006424530542744833
37.0	0.005770200932744274
38.0	0.005198020251569346
39.0	0.004693165735830007
40.0	0.004244410242961294
41.0	0.0038298865279386973
42.0	0.0034714251457614864
43.0	0.0031501674321106066
44.0	0.002846557612514289
45.0	0.0025802615314631794
46.0	0.0023447116774661936
47.0	0.0021271399275946123
48.0	0.0019359849837741194
49.0	0.001764752714521478
50.0	0.0016060317381345612
51.0	0.001468517586616258
