#Mapping quality	mapping quality
0.0	650156.0
1.0	2.0752118E7
2.0	161602.0
3.0	185109.0
4.0	101387.0
5.0	64606.0
6.0	501482.0
7.0	272478.0
8.0	231531.0
9.0	104994.0
10.0	121738.0
11.0	253722.0
12.0	531199.0
13.0	67832.0
14.0	169899.0
15.0	393415.0
16.0	301616.0
17.0	427501.0
18.0	416298.0
19.0	116109.0
20.0	179940.0
21.0	835155.0
22.0	270015.0
23.0	772325.0
24.0	1213225.0
25.0	389432.0
26.0	353570.0
27.0	359435.0
28.0	569754.0
29.0	436456.0
30.0	2325318.0
31.0	2069498.0
32.0	2406741.0
33.0	1648500.0
34.0	2121620.0
35.0	1915380.0
36.0	2314720.0
37.0	2350706.0
38.0	3085113.0
39.0	3009785.0
40.0	5862285.0
41.0	1.8037038E7
42.0	2.89701734E8
