#Mapping quality	mapping quality
0.0	813998.0
1.0	2.8660295E7
2.0	201045.0
3.0	202402.0
4.0	104524.0
5.0	61381.0
6.0	703694.0
7.0	350057.0
8.0	254622.0
9.0	113886.0
10.0	130289.0
11.0	305946.0
12.0	676648.0
13.0	67097.0
14.0	181625.0
15.0	494789.0
16.0	390704.0
17.0	533739.0
18.0	515319.0
19.0	118538.0
20.0	195670.0
21.0	980114.0
22.0	289410.0
23.0	937847.0
24.0	1495168.0
25.0	428654.0
26.0	382969.0
27.0	380251.0
28.0	595143.0
29.0	448030.0
30.0	3343813.0
31.0	2985826.0
32.0	3340144.0
33.0	1728524.0
34.0	3136449.0
35.0	2428325.0
36.0	2544417.0
37.0	2508002.0
38.0	3226261.0
39.0	2995815.0
40.0	6294450.0
41.0	1.7758153E7
42.0	3.30818629E8
