#Mapping quality	mapping quality
0.0	355624.0
1.0	1.7542425E7
2.0	91915.0
3.0	84385.0
4.0	38818.0
5.0	20982.0
6.0	448851.0
7.0	227098.0
8.0	119035.0
9.0	42721.0
10.0	39349.0
11.0	168431.0
12.0	439105.0
13.0	22372.0
14.0	73349.0
15.0	236159.0
16.0	167021.0
17.0	374302.0
18.0	355741.0
19.0	47776.0
20.0	67825.0
21.0	442333.0
22.0	133618.0
23.0	585807.0
24.0	910930.0
25.0	192964.0
26.0	151304.0
27.0	127802.0
28.0	163736.0
29.0	131618.0
30.0	2617043.0
31.0	2374528.0
32.0	2750909.0
33.0	690200.0
34.0	2961475.0
35.0	1755282.0
36.0	1105312.0
37.0	1022262.0
38.0	1190311.0
39.0	903290.0
40.0	3061983.0
41.0	4962918.0
42.0	1.97119807E8
