#Insert size (bp)	insert size
30.0	1.0
31.0	1.0
35.0	1.0
36.0	3.0
37.0	4.0
38.0	4.0
39.0	26.0
40.0	152.0
41.0	1364.0
42.0	1300.0
43.0	1283.0
44.0	1215.0
45.0	1011.0
46.0	1113.0
47.0	1203.0
48.0	1247.0
49.0	1279.0
50.0	1128.0
51.0	1037.0
52.0	891.0
53.0	992.0
54.0	1182.0
55.0	1108.0
56.0	1025.0
57.0	976.0
58.0	1077.0
59.0	1012.0
60.0	986.0
61.0	984.0
62.0	972.0
63.0	902.0
64.0	945.0
65.0	978.0
66.0	1002.0
67.0	995.0
68.0	1045.0
69.0	1042.0
70.0	921.0
71.0	982.0
72.0	894.0
73.0	814.0
74.0	916.0
75.0	947.0
76.0	909.0
77.0	990.0
78.0	957.0
79.0	1004.0
80.0	865.0
81.0	803.0
82.0	837.0
83.0	948.0
84.0	1060.0
85.0	1054.0
86.0	1213.0
87.0	1137.0
88.0	1092.0
89.0	1155.0
90.0	1273.0
91.0	1282.0
92.0	1438.0
93.0	1556.0
94.0	1745.0
95.0	1792.0
96.0	2038.0
97.0	2077.0
98.0	2217.0
99.0	2382.0
100.0	2702.0
101.0	2955.0
102.0	3160.0
103.0	3487.0
104.0	3733.0
105.0	4023.0
106.0	4575.0
107.0	4959.0
108.0	5342.0
109.0	5711.0
110.0	6190.0
111.0	6469.0
112.0	7100.0
113.0	7541.0
114.0	8063.0
115.0	8866.0
116.0	9132.0
117.0	9848.0
118.0	10475.0
119.0	11242.0
120.0	11765.0
121.0	12523.0
122.0	13220.0
123.0	13871.0
124.0	14641.0
125.0	15127.0
126.0	15918.0
127.0	16862.0
128.0	17665.0
129.0	18473.0
130.0	19212.0
131.0	19919.0
132.0	20744.0
133.0	21516.0
134.0	22321.0
135.0	23397.0
136.0	23577.0
137.0	24941.0
138.0	26338.0
139.0	26614.0
140.0	27541.0
141.0	27774.0
142.0	28757.0
143.0	29217.0
144.0	30670.0
145.0	31213.0
146.0	31405.0
147.0	31916.0
148.0	32494.0
149.0	33329.0
150.0	34213.0
151.0	35025.0
152.0	35691.0
153.0	36486.0
154.0	36873.0
155.0	37159.0
156.0	37871.0
157.0	38664.0
158.0	39576.0
159.0	39442.0
160.0	39759.0
161.0	40769.0
162.0	41170.0
163.0	41248.0
164.0	41699.0
165.0	41229.0
166.0	42595.0
167.0	42670.0
168.0	42984.0
169.0	43283.0
170.0	42925.0
171.0	43108.0
172.0	43409.0
173.0	43537.0
174.0	44125.0
175.0	44102.0
176.0	44193.0
177.0	43658.0
178.0	43871.0
179.0	44231.0
180.0	45082.0
181.0	44993.0
182.0	44661.0
183.0	44421.0
184.0	44288.0
185.0	44322.0
186.0	43953.0
187.0	43262.0
188.0	43286.0
189.0	43256.0
190.0	43470.0
191.0	43718.0
192.0	43603.0
193.0	43466.0
194.0	43047.0
195.0	42571.0
196.0	43626.0
197.0	43126.0
198.0	43147.0
199.0	42487.0
200.0	41783.0
201.0	41997.0
202.0	41617.0
203.0	41175.0
204.0	40963.0
205.0	41054.0
206.0	40375.0
207.0	40294.0
208.0	39783.0
209.0	39640.0
210.0	39449.0
211.0	39233.0
212.0	38943.0
