#Mapping quality	mapping quality
0.0	389897.0
1.0	1.7537961E7
2.0	96658.0
3.0	92805.0
4.0	42143.0
5.0	23350.0
6.0	452632.0
7.0	230984.0
8.0	123628.0
9.0	47797.0
10.0	44705.0
11.0	172132.0
12.0	449893.0
13.0	23943.0
14.0	76926.0
15.0	248753.0
16.0	177518.0
17.0	376154.0
18.0	369411.0
19.0	51869.0
20.0	72158.0
21.0	454057.0
22.0	140274.0
23.0	586795.0
24.0	936165.0
25.0	203563.0
26.0	159220.0
27.0	133749.0
28.0	178117.0
29.0	142438.0
30.0	2676674.0
31.0	2397914.0
32.0	2785345.0
33.0	705030.0
34.0	2962663.0
35.0	1762459.0
36.0	1145298.0
37.0	1056903.0
38.0	1228055.0
39.0	947511.0
40.0	3131073.0
41.0	5205315.0
42.0	2.01982719E8
