gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Utrn,21.5727942649898,-2.03754613670403,1.01119817436644,-2.01498201673539,0.0439065333742758,0.156788523232592
Gtf3c6,1.64229825110255,-1.79922833757865,2.17472155301158,-0.82733733662917,0.408045887105176,NA
Actr6,1.51046281564668,1.19042820945175,2.30329228170274,0.516837667068337,0.605269483333021,NA
Pex7,2.06424446990272,1.99009498460809,2.29087862091202,0.86870380929035,0.385009157344862,0.598335596436937
Amdhd1,4.12282458159019,0.610730134196529,1.39373424089863,0.438196979219477,0.661243498180646,0.80133952402943
Mcu,7.58578122527437,-0.504993610840617,1.25375396412692,-0.402785255552337,0.687106208863315,0.817204652181243
Plek,5.49432445722689,0.248443610931814,1.4304160110909,0.173686262601563,0.862112034282718,0.928111435932384
Ap3d1,30.6038911747019,-0.995947524981346,0.618107961755607,-1.61128409048892,0.107117816754434,0.291584119845805
Nmrk2,12.9909327201253,-4.73373775272166,1.35838956523111,-3.48481604532665,0.000492475486432266,0.0039936960973168
4930404N11Rik,2.61932455550608,2.00524753615562,1.25926491532481,1.59239530280918,0.111295910998349,0.299269923608115
Rars,2.07594064231593,-1.6811428486076,1.99233796856897,-0.843804050883553,0.398778911495327,0.608074408972974
Ppm1m,12.2481716383865,-0.098969926794777,0.7428328376441,-0.133233106803222,0.894009028795802,0.943955539965872
Lyrm7,1.2776761923889,-1.71826152901207,2.04403609085614,-0.840621913036955,0.400559778667304,NA
4921536K21Rik,1.01532951869489,-1.52886163387023,2.43784879654577,-0.627135545090615,0.530570389027179,NA
Ddx56,1.2384723073425,3.89916910453377,2.41628587024063,1.61370355741288,0.10659174196544,NA
Pgam2,167.506294604231,0.0401327941075168,0.338568595023837,0.118536670847133,0.905642440769334,0.949570769374155
Epx,5.23661127164056,1.36320941247094,0.95167596566422,1.43243021958582,0.152020735189204,0.358985652237148
Rad51c,1.02407283408689,0.177985236870251,2.47503541114918,0.0719121981319899,0.94267178247902,NA
Zswim7,3.83444352573616,1.74445730036967,1.13873914620085,1.53192002416854,0.125542171505643,0.320223509927438
Pctp,2.31220994988591,-2.33571737322322,2.01669586488257,-1.15819019312524,0.2467864294998,0.474774097674764
Fam84a,1.05538351994669,-0.79063009777794,2.59293764770361,-0.304916741240635,0.760429564894574,NA
Ifrd1,5.74355432006029,-1.20831697569644,1.33876575067679,-0.902560418120649,0.366759241930927,0.583581876127979
Mmp28,0.60323235471109,-2.94127961581834,3.32710182964181,-0.884036547848909,0.376676483891509,NA
Vmo1,2.28644961365946,2.42819296754143,1.98317958180683,1.22439389242257,0.220803672212868,0.446249171001824
Pipox,3.10583527274273,-5.26236862573392,1.64434949620019,-3.20027380912292,0.00137297087744544,0.00941980751158333
Cryba1,35.1280151930168,-0.428609393668431,0.552678463009486,-0.77551310998177,0.438036521785556,0.640701646720232
Ovca2,14.7403826313246,0.451917859065823,0.710394124810658,0.636150896076558,0.524678074835232,0.709128765512628
Acap1,1.68371615507673,-0.805426818111858,1.86147904953249,-0.432681108237098,0.66524645626769,NA
Glp2r,1.09933218363859,-0.446493552851104,2.40894230019034,-0.1853483799989,0.852955793603954,NA
Krt12,0.579779785498527,-0.700005866451798,3.23276099235079,-0.216534989165026,0.828570754614636,NA
Ghdc,1.73681704650714,-1.8928316566072,1.93469858506774,-0.978359973598121,0.32789631736562,NA
Plcd3,1.54495283523435,-0.954876983465518,1.87076311493805,-0.510421108819616,0.609756471482734,NA
Dtd2,2.07546544326915,-0.476819136658429,2.15732391116952,-0.221023432869632,0.825074187354058,0.905194861824886
Gtf2a1,2.67957555648057,0.112733144141122,1.14224784275893,0.0986941186676545,0.921381138690702,0.957508732005911
L2hgdh,2.20574317827521,-2.34617190201095,1.85437269428371,-1.2652105530044,0.205795860498106,0.429274978152532
Ccdc175,14.491495803869,0.0420990570231373,0.795605787271036,0.0529144680653204,0.957800056697313,0.977096136610007
Adam21,1.43992062745562,0.418477694770024,1.71288538596411,0.244311556511109,0.806989533819882,NA
Wdr37,2.37604579921507,-0.972433864225986,1.30108479560152,-0.747402373399043,0.45482071317116,0.654458420178839
Lgmn,1.94994870748259,-2.70792353387317,1.84413100908989,-1.46840084599498,0.141995371935104,0.345641123529143
Net1,2.96694203004508,0.0917181587490761,1.64492490490613,0.0557582649977022,0.955534382896958,0.976071396476951
Gpr132,62.5215975425027,-2.57819523192205,0.53185508620614,-4.84755208474735,1.24994221973306e-06,2.01421304192749e-05
Scgn,3.48835689118111,-3.18888286034041,2.09030307401112,-1.52556004915651,0.127119467995913,0.323241046035243
Prl8a1,0.854178879314529,-0.413027628615968,3.02867447286792,-0.136372407241529,0.891526885703133,NA
Prl7a2,0.997915576189624,0,2.9883901557138,0,1,NA
Msx2,0.540076758826848,-1.05581548191683,3.09653297144044,-0.340966975535121,0.733128443287669,NA
Lrrc14b,108.14996138224,0.278861628630111,0.305911984956184,0.911574708882532,0.36199264105918,0.580963796221165
Srd5a1,5.07724751173513,-0.446315271733294,1.17857647915471,-0.378690122895882,0.704917988841745,0.828525126603593
Ptcd2,2.75579368702649,-1.81138765863451,1.96296856954227,-0.922779756507714,0.356121992374591,0.574857856421238
Fam107a,0.64823473068437,-0.976658659110308,3.77851469256703,-0.258476872150731,0.796038895970043,NA
Mss51,1.99632376969469,0.444029912935797,1.64455986680967,0.269999239247631,0.787160838870042,0.882773764340119
Adam7,1.81031450604414,0.123712683766972,2.59445057976937,0.047683576912831,0.961968422938358,NA
Sorbs3,1.23687114243716,-0.790379609589682,2.58839227396629,-0.305355419863989,0.760095471123268,NA
Xpo7,11.675101666649,1.07331623526784,0.740482751585006,1.44948175088536,0.14720309306207,0.352336515140493
Ropn1l,1.85793868858024,-1.52425133508779,2.26851625823205,-0.671915543720063,0.501637464348555,NA
Atad2,2.48479552231155,-1.74117193009771,1.91233811766661,-0.9104937636354,0.362562169154748,0.581255376225317
Rangap1,7.1636428968296,-0.394968381763555,0.835030115980915,-0.472998966390072,0.636213916598207,0.784861110920159
Smc1b,28.8593308005432,-0.874937943620189,0.561355293396229,-1.55861707177778,0.119087039975421,0.31023411843343
Mfng,3.27417289511604,-0.982728201411336,1.20595329634858,-0.814897396430584,0.415131043607214,0.621400142882612
Pnpla5,0.604991317996907,-0.408345619508996,3.13713386058848,-0.13016518824364,0.896435735972979,NA
Endou,0.918254118005923,-0.879856716098008,2.44353038991444,-0.360076027590889,0.718790279297056,NA
Litaf,6.97608953281987,-1.04753715699849,1.49044882001687,-0.702833363299679,0.482159602711418,0.675083376624166
Prm1,22.7835651758863,-2.0328532027213,0.586884690555678,-3.46380342754646,0.000532595552745059,0.00425472078448251
Cpn2,1.21501961427342,-1.32900360546065,2.22435367127381,-0.597478549667675,0.550187924057774,NA
Dgat1,4.34656148484886,0.160074065590233,1.0367474013405,0.154400257365738,0.877294150744062,0.935337559297787
Ly6i,0.988198440086278,-2.50789777994177,2.21408074084111,-1.13270385026205,0.257338640243075,NA
