gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Utrn,21.5727942649898,-1.00555865439025,1.00427838321913,-1.00127481701539,0.316693964309881,NA
Gtf3c6,1.64229825110255,-0.279658250642553,2.21650500298841,-0.126170818593012,0.899596710128421,NA
Actr6,1.51046281564668,-0.504593662797934,2.18185758566078,-0.231267918728581,0.817106668285395,NA
Pex7,2.06424446990272,-1.38435806989604,1.95478474292933,-0.708189520561492,0.478827573008058,NA
Amdhd1,4.12282458159019,-0.263824440087897,1.52591157253673,-0.172896283661645,0.862732952871416,NA
Mcu,7.58578122527437,-0.945159678839975,1.16524495574702,-0.81112531247479,0.417293710942461,NA
Plek,5.49432445722689,-0.39666616754178,1.47179065824026,-0.269512627574395,0.787535226208516,NA
Ap3d1,30.6038911747019,0.502130488922085,0.749362177412066,0.670077172371043,0.502808596061052,NA
Nmrk2,12.9909327201253,-2.17552294180595,1.61536742838106,-1.34676662633112,0.178055406440573,NA
4930404N11Rik,2.61932455550608,3.18564362956306,1.91424448023996,1.66417804123103,0.0960768549422116,NA
Rars,2.07594064231593,-2.01149047001063,1.82066110857603,-1.10481322445771,0.269240529030424,NA
Ppm1m,12.2481716383865,-0.147356157713627,0.723843779505682,-0.203574530700889,0.83868599789548,NA
Lyrm7,1.2776761923889,-2.25716126380779,1.86205067918446,-1.21219110147764,0.225439236976741,NA
4921536K21Rik,1.01532951869489,-1.74386916906303,2.58872279144205,-0.673640752431284,0.500539737658013,NA
Ddx56,1.2384723073425,-0.89395599129539,2.3901015859496,-0.374024265977054,0.708386262649159,NA
Pgam2,167.506294604231,0.395009265801274,0.382932521614196,1.03153752555717,0.302288820243503,0.955148702852735
Epx,5.23661127164056,-0.288005389386725,1.00614735416158,-0.286245735473526,0.774689916676663,NA
Rad51c,1.02407283408689,-0.646792676401462,2.42401978459873,-0.266826484053855,0.789602761965359,NA
Zswim7,3.83444352573616,0.429142075619867,1.32519603364883,0.32383290073564,0.74606454605135,NA
Pctp,2.31220994988591,-1.25619379766496,1.7818670561651,-0.704987385741624,0.480818086279729,NA
Fam84a,1.05538351994669,-1.924313975304,2.48025009771135,-0.775854812818942,0.437834715691971,NA
Ifrd1,5.74355432006029,-1.21491162481465,1.21326633445757,-1.00135608341743,0.316654687863755,NA
Mmp28,0.60323235471109,-1.930041138781,3.78676933582116,-0.509680143578767,0.610275566282787,NA
Vmo1,2.28644961365946,-1.25343038433423,1.66468273425282,-0.752954517124141,0.451477245993013,NA
Pipox,3.10583527274273,-0.0903989992982167,1.48149158061229,-0.0610189085656873,0.951344150256194,NA
Cryba1,35.1280151930168,0.543514409827969,0.612724291271274,0.887045637933321,0.375054330066448,NA
Ovca2,14.7403826313246,-1.5174611013836,0.902246210798367,-1.68187029573763,0.0925939938073136,NA
Acap1,1.68371615507673,1.32871076663388,1.77020761747249,0.750596005530144,0.452895825841348,NA
Glp2r,1.09933218363859,-2.57557123521423,2.35571819440093,-1.09332739431051,0.274250079239631,NA
Krt12,0.579779785498527,0.431716245000431,3.3588543612118,0.128530802045456,0.897728923867432,NA
Ghdc,1.73681704650714,-0.00906876306191237,2.14143601472784,-0.00423489798412909,0.996621050381775,NA
Plcd3,1.54495283523435,0.799135092231119,1.86501324515224,0.428487622974435,0.66829614275911,NA
Dtd2,2.07546544326915,-0.335102611385209,1.89293278297539,-0.177028267669642,0.859486185846218,NA
Gtf2a1,2.67957555648057,0.309202404621773,1.34928569616965,0.22916007002782,0.81874450629402,NA
L2hgdh,2.20574317827521,1.24260026149752,1.63368091514494,0.760613807738139,0.446887770072555,NA
Ccdc175,14.491495803869,-0.103765785836308,0.797901289743129,-0.130048399683267,0.896528134393213,NA
Adam21,1.43992062745562,1.0210000527958,1.64040565954472,0.622407053313364,0.533674243693265,NA
Wdr37,2.37604579921507,-0.433267694274097,1.72277412941304,-0.251494195830369,0.801432049082262,NA
Lgmn,1.94994870748259,1.32761521499622,1.78711033234303,0.742883744203764,0.457552068251302,NA
Net1,2.96694203004508,-1.87467995262562,1.62113121877793,-1.15640235096998,0.247516620419425,NA
Gpr132,62.5215975425027,0.207384797386103,0.564629545963315,0.367293562422923,0.713400055485987,0.977259806091056
Scgn,3.48835689118111,-2.0839006665435,1.93105591006644,-1.07915087060934,0.280520476825338,NA
Prl8a1,0.854178879314529,0.0828345740918958,3.05021057400719,0.0271570018141641,0.978334510627167,NA
Prl7a2,0.997915576189624,-0.0210600050225614,2.9238010274576,-0.00720295424510269,0.994252923711201,NA
Msx2,0.540076758826848,-1.16515252754335,3.24171773298134,-0.359424423566882,0.719277606402406,NA
Lrrc14b,108.14996138224,0.00572247742703211,0.346843838555945,0.0164987143806768,0.986836527724751,0.99695765854791
Srd5a1,5.07724751173513,0.470592482583178,1.04496749448638,0.450341742749121,0.652464044576465,NA
Ptcd2,2.75579368702649,-0.727880674501929,1.74553347783643,-0.416996112503171,0.676681251199761,NA
Fam107a,0.64823473068437,-0.413878351341535,4.01500021207933,-0.103083021041035,0.917897080475536,NA
Mss51,1.99632376969469,1.03994751921516,1.62393290948895,0.640388228564463,0.521920233833234,NA
Adam7,1.81031450604414,-0.284605532324882,2.33024736754253,-0.122135330475676,0.902791841649223,NA
Sorbs3,1.23687114243716,0.103007567621529,2.54206169268462,0.0405212697701072,0.967677550141562,NA
Xpo7,11.675101666649,-0.154283959638011,0.870433243805141,-0.177249617631275,0.859312323385896,NA
Ropn1l,1.85793868858024,-0.903241642410793,2.0701923464175,-0.436308077350333,0.662613222207047,NA
