#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	1.5321138728314844E-6
10.0	1.5321138728314844E-6
11.0	1.5321138728314844E-6
12.0	9.192683236988907E-6
13.0	1.2256910982651875E-5
14.0	1.378902485548336E-5
15.0	2.9110163583798204E-5
16.0	4.2899188439281564E-5
17.0	6.128455491325938E-5
18.0	1.0111951560687797E-4
19.0	1.363581346820021E-4
20.0	2.0836748670508186E-4
21.0	3.569825323697359E-4
22.0	5.101939196528843E-4
23.0	8.058918971093606E-4
24.0	0.001262461831213143
25.0	0.002154152105201067
26.0	0.002457510652021701
27.0	0.0038839086676278126
28.0	0.005451261159534421
29.0	0.00679186079826197
30.0	0.008751434441613437
31.0	0.01112774305837507
32.0	0.013700162250859132
33.0	0.017135161553747322
34.0	0.0198883701832255
35.0	0.02355318656703841
36.0	0.02746773751212285
37.0	0.031330196585531024
38.0	0.03602918983350519
39.0	0.03923590416934148
40.0	0.044026824249685535
41.0	0.04687502393927926
42.0	0.04923754353118541
43.0	0.052124046067599926
44.0	0.051494347265866186
45.0	0.05212711029534559
46.0	0.050354454544479565
47.0	0.04866453294274643
48.0	0.046266774731765166
49.0	0.04174857092078512
50.0	0.0382829293404403
51.0	0.03677686140344695
52.0	0.02633090901848189
53.0	0.02771747207339438
54.0	0.022227908067039174
55.0	0.02021777466588427
56.0	0.01669084853062619
57.0	0.013119491093056001
58.0	0.011899928450282139
59.0	0.008002230757798842
60.0	0.0071335221919033905
61.0	0.005160159523696439
62.0	0.004047844852020781
63.0	0.004099936723697052
64.0	0.0024605748797673632
65.0	0.00263217163352449
66.0	0.0017236281069354198
67.0	0.0012164984150281985
68.0	0.0022721248734090915
69.0	8.012955554908662E-4
70.0	0.0027394196046226942
71.0	0.0012134341872825354
72.0	4.96404894797401E-4
73.0	0.0018829679497098942
74.0	3.9222115144486E-4
75.0	8.779012491324405E-4
76.0	3.4012927976858953E-4
77.0	2.068353728322504E-4
78.0	0.001060222799999387
79.0	1.072479710982039E-4
80.0	5.515609942193343E-4
81.0	1.5167927341031695E-4
82.0	7.354146589591125E-5
83.0	3.7230367109805066E-4
84.0	4.136707456645008E-5
85.0	5.224508306355362E-4
86.0	6.89451242774168E-5
87.0	4.596341618494453E-5
88.0	2.665878138726783E-4
89.0	1.685325260114633E-5
90.0	2.8803740809231905E-4
91.0	2.757804971096672E-5
92.0	3.064227745662969E-6
93.0	4.596341618494453E-6
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	3.064227745662969E-6
