#Mapping quality	mapping quality
0.0	830530.0
1.0	2.8590953E7
2.0	208309.0
3.0	206517.0
4.0	109886.0
5.0	68764.0
6.0	698834.0
7.0	349662.0
8.0	256417.0
9.0	123808.0
10.0	134666.0
11.0	308350.0
12.0	667172.0
13.0	77703.0
14.0	197741.0
15.0	477859.0
16.0	373130.0
17.0	525117.0
18.0	527144.0
19.0	139855.0
20.0	214984.0
21.0	930099.0
22.0	311949.0
23.0	949184.0
24.0	1473862.0
25.0	457459.0
26.0	408224.0
27.0	408538.0
28.0	621366.0
29.0	491405.0
30.0	3357329.0
31.0	2961547.0
32.0	3286443.0
33.0	1784856.0
34.0	3159094.0
35.0	2443154.0
36.0	2552431.0
37.0	2558811.0
38.0	3297672.0
39.0	3364487.0
40.0	7149706.0
41.0	2.0374463E7
42.0	3.26700063E8
