#Coverage (X)	Coverage
1.0	17.590750017992136
2.0	5.7862673407064875
3.0	3.117075722940598
4.0	1.9469444360851327
5.0	1.2966884810279282
6.0	0.9050556255584894
7.0	0.6560107461864675
8.0	0.4893555921717905
9.0	0.3740002244672809
10.0	0.29124800182684396
11.0	0.23014890131024401
12.0	0.18411706640772252
13.0	0.149045527647786
14.0	0.12176158993311503
15.0	0.1002613183843124
16.0	0.08316227017445499
17.0	0.06951817329662902
18.0	0.05848688198777552
19.0	0.04952380645303833
20.0	0.0422125884769855
21.0	0.03625559871137796
22.0	0.03132699319152721
23.0	0.027277296823157826
24.0	0.023885158785532212
25.0	0.020997948643653785
26.0	0.018542066240655686
27.0	0.016456422712536778
28.0	0.014658135330293476
29.0	0.013125410228923329
30.0	0.011806441116561928
31.0	0.010655989212821737
32.0	0.009659231754326925
33.0	0.008779075142555826
34.0	0.008019775418489417
35.0	0.0073420742731258315
36.0	0.006763803050560568
37.0	0.006255976644141015
38.0	0.0057859776363926585
39.0	0.005367014430348149
40.0	0.004979971531625438
41.0	0.004624445350117412
42.0	0.004309828527993886
43.0	0.004018106271118427
44.0	0.0037561396110703527
45.0	0.003517984766475024
46.0	0.00329417571516899
47.0	0.0030846390771301913
48.0	0.0028952452537112094
49.0	0.002722325244064905
50.0	0.0025657689781724002
51.0	0.002416660783993052
