#Mapping quality	mapping quality
0.0	880416.0
1.0	3.4050678E7
2.0	203201.0
3.0	215395.0
4.0	96193.0
5.0	45858.0
6.0	863538.0
7.0	420122.0
8.0	250111.0
9.0	100183.0
10.0	105672.0
11.0	350610.0
12.0	834436.0
13.0	46696.0
14.0	156857.0
15.0	610332.0
16.0	495974.0
17.0	769762.0
18.0	681057.0
19.0	94029.0
20.0	143792.0
21.0	1087861.0
22.0	288450.0
23.0	1195104.0
24.0	1809099.0
25.0	376433.0
26.0	309082.0
27.0	260356.0
28.0	377305.0
29.0	279760.0
30.0	4922351.0
31.0	4692635.0
32.0	5362071.0
33.0	1368722.0
34.0	5654050.0
35.0	3459747.0
36.0	2427749.0
37.0	2217743.0
38.0	2701592.0
39.0	1960181.0
40.0	5796341.0
41.0	9478136.0
42.0	3.82002838E8
