#Mapping quality	mapping quality
0.0	469675.0
1.0	1.3578291E7
2.0	108520.0
3.0	126214.0
4.0	57925.0
5.0	37226.0
6.0	332142.0
7.0	178649.0
8.0	163910.0
9.0	63404.0
10.0	63089.0
11.0	162981.0
12.0	365426.0
13.0	44321.0
14.0	104825.0
15.0	220322.0
16.0	155383.0
17.0	298873.0
18.0	301302.0
19.0	72615.0
20.0	100095.0
21.0	448573.0
22.0	166284.0
23.0	661615.0
24.0	966468.0
25.0	230615.0
26.0	199081.0
27.0	194795.0
28.0	273201.0
29.0	250472.0
30.0	1620565.0
31.0	1392046.0
32.0	1694321.0
33.0	922745.0
34.0	1514017.0
35.0	1174732.0
36.0	1179814.0
37.0	1168679.0
38.0	1428812.0
39.0	1365794.0
40.0	4322278.0
41.0	8894107.0
42.0	1.75422933E8
