#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	9.135381790443477E-7
7.0	0.0
8.0	9.135381790443477E-7
9.0	0.0
10.0	2.7406145371330432E-6
11.0	5.4812290742660864E-6
12.0	1.0962458148532173E-5
13.0	7.3083054323547825E-6
14.0	9.135381790443478E-6
15.0	1.4616610864709565E-5
16.0	2.0097839938975652E-5
17.0	1.278953450662087E-5
18.0	1.827076358088696E-5
19.0	3.562798898272956E-5
20.0	4.110921805699565E-5
21.0	6.212059617501564E-5
22.0	9.77485851577452E-5
23.0	1.2515473052907562E-4
24.0	1.5164733772136173E-4
25.0	3.1151651905412256E-4
26.0	3.0694882815890086E-4
27.0	4.5676908952217384E-4
28.0	9.6652339342892E-4
29.0	8.925268009263277E-4
30.0	0.0015356576789735483
31.0	0.0018782344961151788
32.0	0.0024336657089741426
33.0	0.004037838751376017
34.0	0.0046316385677548436
35.0	0.007029676287746256
36.0	0.008586345344837824
37.0	0.010527613975307062
38.0	0.014580982875726832
39.0	0.016443687222798258
40.0	0.021077152866911187
41.0	0.02299375596654623
42.0	0.024750489884848514
43.0	0.028661346829337363
44.0	0.02851700779704836
45.0	0.031147084214517035
46.0	0.030640984063326465
47.0	0.03038062568229883
48.0	0.03147869857351014
49.0	0.02905416824632643
50.0	0.030761571102960322
51.0	0.030986301495005232
52.0	0.023203869747726428
53.0	0.028678704054739206
54.0	0.02166455791603671
55.0	0.025542527486079963
56.0	0.022103969780157037
57.0	0.01724029251492493
58.0	0.027231659579132966
59.0	0.014337981720101036
60.0	0.020726354206158162
61.0	0.01555481457458811
62.0	0.009657925628856845
63.0	0.028911656290395518
64.0	0.009072347656089417
65.0	0.02882212954884917
66.0	0.015166560848494262
67.0	0.008975512609110718
68.0	0.033783555399239024
69.0	0.009787648050281142
70.0	0.0394027287385408
71.0	0.01808166117782477
72.0	0.008748955140707717
73.0	0.03617702542833521
74.0	0.007545825358906312
75.0	0.03086023322629711
76.0	0.013249957748859221
77.0	0.005494018608772707
78.0	0.02463264345975179
79.0	0.0032037783939085273
80.0	0.012432341078614528
81.0	0.0034769263094427873
82.0	0.0020216599902251413
83.0	0.004532062906239008
84.0	6.869807106413496E-4
85.0	0.004964166464926986
86.0	0.0014945484609165532
87.0	3.8003188248244863E-4
88.0	0.004047887671345505
89.0	1.8727532670409128E-4
90.0	0.0014242060211301381
91.0	6.12070579959713E-5
92.0	6.394767253310434E-6
93.0	6.394767253310434E-6
94.0	1.8270763580886954E-6
95.0	7.308305432354782E-6
96.0	4.567690895221739E-6
97.0	7.308305432354782E-6
98.0	1.3703072685665215E-5
99.0	2.6492607192286085E-5
100.0	6.723640997766399E-4
