#Coverage (X)	Coverage
1.0	11.449332164779563
2.0	5.772742266215957
3.0	3.6356840753684025
4.0	2.463009510509906
5.0	1.7518324381669004
6.0	1.2925061135891411
7.0	0.9816502007773238
8.0	0.7626968519436019
9.0	0.6038097065096935
10.0	0.4853431728519695
11.0	0.3950076024430871
12.0	0.32485623298131827
13.0	0.2696317898514451
14.0	0.22558462757390885
15.0	0.190039640945443
16.0	0.16103846407709455
17.0	0.13724132462174055
18.0	0.11759764087854307
19.0	0.10127752154726011
20.0	0.08760249499233907
21.0	0.07613473934343062
22.0	0.06644421101194098
23.0	0.058192591430312746
24.0	0.05109109354233965
25.0	0.045016438919759594
26.0	0.03976785983655873
27.0	0.035237450977987805
28.0	0.031324424890954106
29.0	0.02790913545801743
30.0	0.02487076248148412
31.0	0.022199362969075764
32.0	0.019815576432606008
33.0	0.017705130458793406
34.0	0.01581343031513427
35.0	0.014129542379109239
36.0	0.01263963451755501
37.0	0.011296339929614874
38.0	0.010082047411245298
39.0	0.009004718694271219
40.0	0.008030892491021291
41.0	0.007171979394115624
42.0	0.006416238600863267
43.0	0.005739638155759508
44.0	0.0051483052902057125
45.0	0.004632186941890382
46.0	0.004176643797464408
47.0	0.003771072444493484
48.0	0.0034148124628217147
49.0	0.0030890418781410744
50.0	0.002795485120842045
51.0	0.002527978269512232
