#Coverage (X)	Coverage
1.0	16.786006379719566
2.0	8.017033794296097
3.0	5.109265837118031
4.0	3.5877391500473124
5.0	2.6229917793148587
6.0	1.9741717244268244
7.0	1.5236380869847324
8.0	1.202374723077071
9.0	0.9685719372092052
10.0	0.7947049217612516
11.0	0.6626919967180953
12.0	0.5603102526777093
13.0	0.4795839789217098
14.0	0.4149621973175641
15.0	0.36237150975146903
16.0	0.3190011680590885
17.0	0.2826955975562555
18.0	0.2521223638975272
19.0	0.22610269049268084
20.0	0.20366678703938135
21.0	0.18430921198176975
22.0	0.167454665987961
23.0	0.1526066598641478
24.0	0.139541017658928
25.0	0.12798729732030267
26.0	0.11760670331061363
27.0	0.10835865648056142
28.0	0.10004055460368022
29.0	0.09254008956423831
30.0	0.08579217328731659
31.0	0.07973083713778806
32.0	0.07417644683447122
33.0	0.0691386885395957
34.0	0.06451497698964204
35.0	0.06031327391642094
36.0	0.05648078239784127
37.0	0.052957697720202646
38.0	0.049755283716066856
39.0	0.04682910878526059
40.0	0.04414149228914255
41.0	0.0416591197000713
42.0	0.03939237429042919
43.0	0.0372796535361033
44.0	0.03534620016287704
45.0	0.03354761926055971
46.0	0.031894991211700585
47.0	0.03034630595666954
48.0	0.028923724260550898
49.0	0.027614698140467908
50.0	0.026379308867262807
51.0	0.02523740573548139
